"","ISO","lang.family.x","lang.genus.x","native.country.x","native.country.area.x","language.x","lang.family.y","lang.genus.y","native.country.y","native.country.area.y","language.y","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log"
"1313","gvf","Trans-New Guinea","Chimbu","Papua New Guinea","Australia and Oceania","golin","Trans-New Guinea","Chimbu","Papua New Guinea","Australia and Oceania","golin",-6.33,144.75,20026,141560,10,19.9083,195.458,53.876,0.4807,12,4.70846
"1314","gvs","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","gumawana","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","gumawana",-9.25,150.83,407,105115,0,25.65,243.917,51.382,0.904,12,2.67117
"1315","ggw","Gogodala-Suki","Gogodala-Suki","Papua New Guinea","Australia and Oceania","gogodala","Gogodala-Suki","Gogodala-Suki","Papua New Guinea","Australia and Oceania","gogodala",-8.08,142.83,57081,236902,10,26.6167,206.333,89.22,1.0241,12,4
"1316","gyb","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","garus","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","garus",-4.95,145.67,3142,45302,9,NA,NA,NA,NA,NA,3.42357
"1317","ghs","Trans-New Guinea","Binanderean","Papua New Guinea","Australia and Oceania","guhusamane","Trans-New Guinea","Binanderean","Papua New Guinea","Australia and Oceania","guhusamane",-8,147.33,25002,359162,9,23.025,229.917,58.886,0.689,12,4.10588
"1318","hla","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","halia","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","halia",-5.25,154.67,6206,268261,5,27.3167,221.917,72.336,0.3326,12,4.30103
"1319","hmt","Trans-New Guinea","Angan","Papua New Guinea","Australia and Oceania","hamtai","Trans-New Guinea","Angan","Papua New Guinea","Australia and Oceania","hamtai",-7.5,146.25,98079,424431,14,22.9667,137.792,36.399,0.5529,12,4.65321
"1320","tmd","Upper Yuat","Upper Yuat","Papua New Guinea","Australia and Oceania","haruai","Upper Yuat","Upper Yuat","Papua New Guinea","Australia and Oceania","haruai",-5.08,144.17,5920,77036,5,NA,NA,NA,NA,NA,3
"1321","wos","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","hangahundi","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","hangahundi",-3.83,142.92,16426,97196,6,27.3333,228.667,55.181,0.342,12,3.77873
"1322","ian","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","iatmul","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","iatmul",-4.25,143.25,32674,231241,10,NA,NA,NA,NA,NA,3.92645
"1323","viv","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","iduna","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","iduna",-9.33,150.25,7926,111641,3,NA,NA,NA,NA,NA,3.77815
"1324","imn","Border","Border","Papua New Guinea","Australia and Oceania","imonda","Border","Border","Papua New Guinea","Australia and Oceania","imonda",-3.33,141.17,588,20930,5,NA,NA,NA,NA,NA,2.39794
"1325","ksi","Sko","Krisa","Papua New Guinea","Australia and Oceania","isaka","Sko","Krisa","Papua New Guinea","Australia and Oceania","isaka",-2.83,141.28,2941,44936,3,25.7833,220.417,60.887,0.5797,12,2.62428
"1326","iwm","Sepik","Upper Sepik","Papua New Guinea","Australia and Oceania","iwam","Sepik","Upper Sepik","Papua New Guinea","Australia and Oceania","iwam",-4.33,142,19603,122073,6,NA,NA,NA,NA,NA,3.47712
"1327","jae","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","jabem","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","jabem",-6.58,147.78,1190,58848,3,26.1167,361.75,196.548,0.753,12,3.3189
"1328","tbd","Eleman","Eleman","Papua New Guinea","Australia and Oceania","kakiae","Eleman","Eleman","Papua New Guinea","Australia and Oceania","kakiae",-8,145.83,528,25104,2,NA,NA,NA,NA,NA,2.70927
"1329","kct","Lower Sepik-Ramu","Lower Ramu","Papua New Guinea","Australia and Oceania","kaian","Lower Sepik-Ramu","Lower Ramu","Papua New Guinea","Australia and Oceania","kaian",-4.08,144.75,4,2325,1,NA,NA,NA,NA,NA,2.50786
"1330","kbq","Trans-New Guinea","Eastern Highlands","Papua New Guinea","Australia and Oceania","kamanokafe","Trans-New Guinea","Eastern Highlands","Papua New Guinea","Australia and Oceania","kamanokafe",-6.25,145.67,17812,146354,14,19,162.75,77.661,0.7211,12,4.80051
"1331","kcl","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kelaapoze","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kelaapoze",-7.42,147.08,7032,230148,4,23.025,229.917,58.886,0.689,12,3.33143
"1332","kmg","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","kate","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","kate",-6.5,147.75,6435,77473,6,26.1167,361.75,196.548,0.753,12,3.78711
"1333","pss","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kaulong","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kaulong",-6.17,149.67,21004,136616,6,25.975,278.5,168.697,0.7149,12,3.60206
"1334","kbx","Lower Sepik-Ramu","Botin","Papua New Guinea","Australia and Oceania","kambot","Lower Sepik-Ramu","Botin","Papua New Guinea","Australia and Oceania","kambot",-4.25,144.13,13263,112822,5,27.0083,164.583,66.041,0.2811,12,3.8451
"1335","sbc","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kele","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kele",-2.08,147.08,2242,78067,8,27.05,298.917,29.209,0.2908,12,2.77815
"1336","kew","Trans-New Guinea","Engan","Papua New Guinea","Australia and Oceania","kewa","Trans-New Guinea","Engan","Papua New Guinea","Australia and Oceania","kewa",-6.5,143.83,15683.5,122408.5,6.5,18.82915,265.2085,28.9555,0.6039,12,4.65321
"1337","geb","Lower Sepik-Ramu","Mikarew","Papua New Guinea","Australia and Oceania","kire","Lower Sepik-Ramu","Mikarew","Papua New Guinea","Australia and Oceania","kire",-4.25,144.75,3517,53308,4,NA,NA,NA,NA,NA,3.38364
"1338","kiw","Kiwaian","Kiwaian","Papua New Guinea","Australia and Oceania","kiwai","Kiwaian","Kiwaian","Papua New Guinea","Australia and Oceania","kiwai",-8,143.5,100667,770796.5,9,26.6167,206.333,89.22,1.0241,12,3.98677
"1339","khl","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","lusi","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","lusi",-5.58,149.67,11676,160576.5,4,NA,NA,NA,NA,NA,3.8293
"1340","bco","Bosavi","Bosavi","Papua New Guinea","Australia and Oceania","kaluli","Bosavi","Bosavi","Papua New Guinea","Australia and Oceania","kaluli",-6.5,142.75,12417,116665,7,NA,NA,NA,NA,NA,3.39794
"1341","kmh","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","kalam","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","kalam",-5.25,144.58,16066,137339,8,26.4667,379.25,160.578,0.2674,12,4.17609
"1342","kij","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kilivila","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kilivila",-8.5,151.08,6544,623785,0,26.7667,302.583,64.52,0.6706,12,4.30103
"1343","kue","Trans-New Guinea","Chimbu","Papua New Guinea","Australia and Oceania","kuman","Trans-New Guinea","Chimbu","Papua New Guinea","Australia and Oceania","kuman",-5.92,145,20189,136477,10,20.4833,188.667,55.416,0.5408,12,4.90309
"1344","kpx","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","koialimountain","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","koialimountain",-9,147.5,85514,294839,10,26.4972,161.861,75.914,0.6967,8.6667,3.23045
"1345","kup","Trans-New Guinea","Goilalan","Papua New Guinea","Australia and Oceania","kunimaipa","Trans-New Guinea","Goilalan","Papua New Guinea","Australia and Oceania","kunimaipa",-8,146.83,52219,205324,7,23.025,229.917,58.886,0.689,12,4.04139
"1346","kyx","West Bougainville","West Bougainville","Papua New Guinea","Australia and Oceania","konua","West Bougainville","West Bougainville","Papua New Guinea","Australia and Oceania","konua",-5.83,154.83,11151,91783,5,NA,NA,NA,NA,NA,3.54407
"1347","kpw","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","kobon","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","kobon",-5.17,144.33,14266,113119,8,NA,NA,NA,NA,NA,3.77815
"1348","kbk","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","koiari","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","koiari",-9.5,147.33,17595,172513,7,NA,NA,NA,NA,NA,3.23045
"1349","leu","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","karainpapuanewguinea","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","karainpapuanewguinea",-2.83,151.12,5530,79091,3,NA,NA,NA,NA,NA,3.69897
"1350","kpr","Trans-New Guinea","Binanderean","Papua New Guinea","Australia and Oceania","korafe","Trans-New Guinea","Binanderean","Papua New Guinea","Australia and Oceania","korafe",-9.05,149.08,2913,252096,2,26.8833,260.75,125.726,0.7095,12,3.55931
"1351","kxa","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kairiru","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","kairiru",-3.33,143.58,2487,144171,1,26.5333,183.75,33.866,0.4207,12,3.54494
"1352","kqi","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","koita","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","koita",-9.33,147.08,11858,180756,5,26.8875,98.75,74.597,0.7007,7,3.43136
"1353","yon","Trans-New Guinea","Ok","Indonesia","Asia","katiinwestpapuaindonesia","Trans-New Guinea","Ok","Indonesia","Asia","katiinwestpapuaindonesia",-5.75,140.92,295888,370045,8,NA,NA,NA,NA,NA,3.60206
"1354","kto","Kuot","Kuot","Papua New Guinea","Australia and Oceania","kuot","Kuot","Kuot","Papua New Guinea","Australia and Oceania","kuot",-3.05,151.5,10688,95219,3,NA,NA,NA,NA,NA,3.38021
"1355","kmo","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","kwoma","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","kwoma",-4.17,142.75,9985,86081,4,NA,NA,NA,NA,NA,3.47712
"1356","kyc","Trans-New Guinea","Engan","Papua New Guinea","Australia and Oceania","kyaka","Trans-New Guinea","Engan","Papua New Guinea","Australia and Oceania","kyaka",-5.55,144.08,15435,102884,2,22.0833,216.333,87.472,0.4428,12,4.18662
"1357","yuj","Karkar-Yuri","Karkar-Yuri","Papua New Guinea","Australia and Oceania","karkaryuri","Karkar-Yuri","Karkar-Yuri","Papua New Guinea","Australia and Oceania","karkaryuri",-3.75,141.08,9060,78763,4,NA,NA,NA,NA,NA,3.05767
"1358","los","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","loniu","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","loniu",-2.07,147.33,199,21110,1,NA,NA,NA,NA,NA,2.66276
"1359","loj","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","lou","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","lou",-2.38,147.32,789,30572,1,NA,NA,NA,NA,NA,3
"1360","mbw","Trans-New Guinea","Chimbu","Papua New Guinea","Australia and Oceania","maring","Trans-New Guinea","Chimbu","Papua New Guinea","Australia and Oceania","maring",-5.5,144.67,14812,112039,6,22.9,290.75,106.457,0.3441,12,4.04139
"1361","mxk","Monumbo","Monumbo","Papua New Guinea","Australia and Oceania","monumbo","Monumbo","Monumbo","Papua New Guinea","Australia and Oceania","monumbo",-4.25,145,498,20995,4,26.55,178.417,90.294,0.2468,11,2.6149
"1362","mle","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","manambu","Sepik","Middle Sepik","Papua New Guinea","Australia and Oceania","manambu",-4.25,142.83,7108,68169,3,27.3333,228.667,55.181,0.342,12,3.32325
"1363","mcr","Trans-New Guinea","Angan","Papua New Guinea","Australia and Oceania","menya","Trans-New Guinea","Angan","Papua New Guinea","Australia and Oceania","menya",-7.25,146,13330,115388,5,21.775,144.5,38.965,0.4901,12,4.30103
"1364","mgu","Trans-New Guinea","Mailuan","Papua New Guinea","Australia and Oceania","magi","Trans-New Guinea","Mailuan","Papua New Guinea","Australia and Oceania","magi",-10.33,149.33,9501,390552,7,25.3125,187.375,50.273,1.3307,12,3.77815
"1365","nux","Sepik","Tama Sepik","Papua New Guinea","Australia and Oceania","mehek","Sepik","Tama Sepik","Papua New Guinea","Australia and Oceania","mehek",-3.75,142.5,1388,31132,4,NA,NA,NA,NA,NA,3.79934
"1366","mek","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","mekeo","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","mekeo",-8.33,146.5,56083,263261,7,26.0583,102.083,81.727,0.6842,6,4.27875
"1367","msy","Lower Sepik-Ramu","Lower Ramu","Papua New Guinea","Australia and Oceania","mikarew","Lower Sepik-Ramu","Lower Ramu","Papua New Guinea","Australia and Oceania","mikarew",-4.42,144.92,10402,109850,11,26.55,178.417,90.294,0.2468,11,3.90309
"1368","gcc","Baining-Taulil","Baining-Taulil","Papua New Guinea","Australia and Oceania","mali","Baining-Taulil","Baining-Taulil","Papua New Guinea","Australia and Oceania","mali",-4.83,152.25,30379,164183,5,NA,NA,NA,NA,NA,3.34242
"1369","mgl","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","maleu","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","maleu",-5.72,148.42,17919,132372,4,NA,NA,NA,NA,NA,3.716
"1370","mna","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","mangapmbula","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","mangapmbula",-5.67,148.08,4685,118077,1,NA,NA,NA,NA,NA,3.39794
"1371","mva","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","manam","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","manam",-4,145,2103,78227,3,NA,NA,NA,NA,NA,3.90031
"1372","mvn","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","minaveha","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","minaveha",-9.6,150.47,1431,40256,1,NA,NA,NA,NA,NA,3.30103
"1373","siw","East Bougainville","East Bougainville","Papua New Guinea","Australia and Oceania","motuna","East Bougainville","East Bougainville","Papua New Guinea","Australia and Oceania","motuna",-6.62,155.42,18966,127030,6,27.175,238.333,37.568,0.4864,12,3.81954
"1374","mtf","Lower Sepik-Ramu","Lower Sepik","Papua New Guinea","Australia and Oceania","murik","Lower Sepik-Ramu","Lower Sepik","Papua New Guinea","Australia and Oceania","murik",-3.83,144.25,10742,330014,3,27.0083,164.583,66.041,0.2811,12,3
"1375","msu","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","musom","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","musom",-6.58,147,2013,45225,5,NA,NA,NA,NA,NA,2.30103
"1376","mbq","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","maisin","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","maisin",-9.5,149.17,8466,217193,9,NA,NA,NA,NA,NA,3.41697
"1377","mjk","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","matukar","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","matukar",-4.92,145.75,56,6793,2,NA,NA,NA,NA,NA,2.63749
"1378","meu","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","motu","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","motu",-9.33,147,845,187661,5,26.8875,98.75,74.597,0.7007,7,4.14613
"1379","mlp","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","mugil","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","mugil",-4.88,145.75,1491,34446,5,26.6833,295.75,103.597,0.225,12,3.57403
"1380","emi","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","mussau","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","mussau",-1.45,149.62,11041,243831,0,NA,NA,NA,NA,NA,3.69897
"1381","myw","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","muyuw","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","muyuw",-9.08,152.75,16967,907194,0,NA,NA,NA,NA,NA,3.77815
"1382","naf","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","nabak","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","nabak",-6.42,147,8169,94454,8,26.3333,374.667,83.02,0.9596,12,4.20412
"1383","nce","Yale","Yale","Papua New Guinea","Australia and Oceania","nagatman","Yale","Yale","Papua New Guinea","Australia and Oceania","nagatman",-3.75,141.5,11655,77936,2,NA,NA,NA,NA,NA,2.77815
"1384","nak","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","nakanai","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","nakanai",-5.58,150.58,25838,339734,6,NA,NA,NA,NA,NA,4.11394
"1385","nal","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","nalik","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","nalik",-2.95,151.33,7457,76407,2,NA,NA,NA,NA,NA,3.71079
"1386","nnm","Sepik","Yellow River","Papua New Guinea","Australia and Oceania","namia","Sepik","Yellow River","Papua New Guinea","Australia and Oceania","namia",-3.83,141.75,16882,108402,5,NA,NA,NA,NA,NA,3.69408
"1387","nas","East Bougainville","East Bougainville","Papua New Guinea","Australia and Oceania","nasioi","East Bougainville","East Bougainville","Papua New Guinea","Australia and Oceania","nasioi",-6.33,155.58,20182,213936,10,26.7694,257.639,51.831,0.4034,12,4
"1388","nsn","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","nehan","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","nehan",-4.5,154.2,827,98411,0,NA,NA,NA,NA,NA,3.81291
"1389","niz","Torricelli","Wapei-Palei","Papua New Guinea","Australia and Oceania","ningil","Torricelli","Wapei-Palei","Papua New Guinea","Australia and Oceania","ningil",-3.5,142.25,1076,26431,6,NA,NA,NA,NA,NA,2.97864
"1390","smq","East Strickland","East Strickland","Papua New Guinea","Australia and Oceania","nomad","East Strickland","East Strickland","Papua New Guinea","Australia and Oceania","nomad",-6.17,142.25,13272,106091,4,NA,NA,NA,NA,NA,2.95424
"1391","anh","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","nend","Trans-New Guinea","Madang","Papua New Guinea","Australia and Oceania","nend",-5,144.92,4441,55007,7,NA,NA,NA,NA,NA,3.30103
"1392","nnk","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","nankina","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","nankina",-5.78,146.45,3830,59768,5,26.5083,224.667,126.206,0.3728,12,3.39794
"1393","opm","Oksapmin","Oksapmin","Papua New Guinea","Australia and Oceania","oksapmin","Oksapmin","Oksapmin","Papua New Guinea","Australia and Oceania","oksapmin",-5.17,142.17,14516,106675,3,NA,NA,NA,NA,NA,3.90309
"1394","ong","Torricelli","Wapei-Palei","Papua New Guinea","Australia and Oceania","olo","Torricelli","Wapei-Palei","Papua New Guinea","Australia and Oceania","olo",-3.42,142,21953,137782,17,25.1083,217.667,60.892,0.2551,12,4.13567
"1395","aom","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","omie","Trans-New Guinea","Koiarian","Papua New Guinea","Australia and Oceania","omie",-9.05,148.08,6640,80579,5,26.2167,199.75,79.394,0.5781,12,2.90309
"1396","aun","Torricelli","West Wapei","Papua New Guinea","Australia and Oceania","one","Torricelli","West Wapei","Papua New Guinea","Australia and Oceania","one",-3.25,141.92,713,19323,5,NA,NA,NA,NA,NA,2.69897
"1397","ons","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","ono","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","ono",-6.17,147.58,6408,71389,4,NA,NA,NA,NA,NA,3.74036
"1398","oro","Eleman","Eleman","Papua New Guinea","Australia and Oceania","orokolo","Eleman","Eleman","Papua New Guinea","Australia and Oceania","orokolo",-7.83,145.33,4135,90021,2,NA,NA,NA,NA,NA,4.11394
"1399","okv","Trans-New Guinea","Binanderean","Papua New Guinea","Australia and Oceania","orokaiva","Trans-New Guinea","Binanderean","Papua New Guinea","Australia and Oceania","orokaiva",-8.83,148.25,41599,274541,7,26.1583,244.778,83.655,0.5995,12,4.52244
"1400","ptp","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","patep","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","patep",-6.92,146.58,2464,88969,7,23.1792,144.5,40.127,0.561,12,3.23045
"1401","pwa","Teberan-Pawaian","Pawaian","Papua New Guinea","Australia and Oceania","pawaian","Teberan-Pawaian","Pawaian","Papua New Guinea","Australia and Oceania","pawaian",-7,145.08,87750,379097,10,NA,NA,NA,NA,NA,3.60206
"1402","ppo","Teberan-Pawaian","Teberan","Papua New Guinea","Australia and Oceania","folopa","Teberan-Pawaian","Teberan","Papua New Guinea","Australia and Oceania","folopa",-7,144.5,58290,260871,9,25.1333,481.25,163.679,1.225,12,3.47712
"1403","rwa","Sko","Eastern Sko","Papua New Guinea","Australia and Oceania","pokorawo","Sko","Eastern Sko","Papua New Guinea","Australia and Oceania","pokorawo",-2.83,141.58,1328,41369,2,NA,NA,NA,NA,NA,2.80618
"1404","gfk","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","patpatar","Austronesian","Oceanic","Papua New Guinea","Australia and Oceania","patpatar",-3.77,152.5,14824,153308,2,26.2417,288.417,128.048,0.2678,12,3.8451
"1405","rao","Lower Sepik-Ramu","Annaberg","Papua New Guinea","Australia and Oceania","rao","Lower Sepik-Ramu","Annaberg","Papua New Guinea","Australia and Oceania","rao",-4.75,144.5,48257,202090,13,26.4667,379.25,160.578,0.2674,12,3.77815
"1406","rwo","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","rawa","Trans-New Guinea","Finisterre-Huon","Papua New Guinea","Australia and Oceania","rawa",-5.83,146,19530,172469,12,18.6333,164.75,66.357,0.6668,12,4.0607
"1407","agt","Austronesian","Northern Philippines","Philippines","Asia","agtacentral","Austronesian","Northern Philippines","Philippines","Asia","agtacentral",17.97,121.83,19640,64861,4,NA,NA,NA,NA,NA,2.89154
"1408","akl","Austronesian","Meso-Philippine","Philippines","Asia","aklanon","Austronesian","Meso-Philippine","Philippines","Asia","aklanon",11.58,122.33,124331,303625,4,NA,NA,NA,NA,NA,5.5961
"1409","bya","Austronesian","Meso-Philippine","Philippines","Asia","batak","Austronesian","Meso-Philippine","Philippines","Asia","batak",10.25,119.08,90940,335024,2,NA,NA,NA,NA,NA,2.30103
"1410","bps","Austronesian","South Mindanao","Philippines","Asia","bilaan","Austronesian","South Mindanao","Philippines","Asia","bilaan",6,125.33,57319,187664,2.5,27.09445,161.972,159.8095,0.70465,8.16665,4.95787
"1411","bkd","Austronesian","Southern Philippines","Philippines","Asia","binukid","Austronesian","Southern Philippines","Philippines","Asia","binukid",8.25,124.83,323142,347064,8,25.2958,178.333,84.462,0.6524,11,5
"1412","bcl","Austronesian","Meso-Philippine","Philippines","Asia","bikol","Austronesian","Meso-Philippine","Philippines","Asia","bikol",13.33,123.5,707790,1999183,13,27.0083,256.625,130.551,1.0243,12,6.39794
"1413","blw","Austronesian","Northern Philippines","Philippines","Asia","balangao","Austronesian","Northern Philippines","Philippines","Asia","balangao",17.17,121.17,31272,93944,13,NA,NA,NA,NA,NA,4.32779
"1414","bnc","Austronesian","Northern Philippines","Philippines","Asia","bontok","Austronesian","Northern Philippines","Philippines","Asia","bontok",17.08,120.92,50551,103133,12,NA,NA,NA,NA,NA,4.60206
"1415","ceb","Austronesian","Meso-Philippine","Philippines","Asia","cebuano","Austronesian","Meso-Philippine","Philippines","Asia","cebuano",10,124,3158147,6369196,37,27.276,159.3515,63.788,0.7483,11.35,7.30197
"1416","dgc","Austronesian","Northern Philippines","Philippines","Asia","dumagatcasiguran","Austronesian","Northern Philippines","Philippines","Asia","dumagatcasiguran",16.33,122,292964,416351,13,26.5938,240.604,103.659,1.5796,11.5,2.78247
"1417","hil","Austronesian","Meso-Philippine","Philippines","Asia","hiligaynon","Austronesian","Meso-Philippine","Philippines","Asia","hiligaynon",10.25,123,1453499,2741976,35,27.10395,175.0295,96.2825,0.764,10.10525,6.8451
"1418","hnn","Austronesian","Meso-Philippine","Philippines","Asia","hanunoo","Austronesian","Meso-Philippine","Philippines","Asia","hanunoo",12.33,121.25,44323,125681,4,NA,NA,NA,NA,NA,4.11461
"1419","ibg","Austronesian","Northern Philippines","Philippines","Asia","ibanag","Austronesian","Northern Philippines","Philippines","Asia","ibanag",17.5,121.67,233927,465006,17,27.3,157.167,104.312,2.0688,9,5.69897
"1420","ifb","Austronesian","Northern Philippines","Philippines","Asia","ifugaobatad","Austronesian","Northern Philippines","Philippines","Asia","ifugaobatad",16.83,121.08,75616,146320,11,NA,NA,NA,NA,NA,4.63347
"1421","ilo","Austronesian","Northern Philippines","Philippines","Asia","ilocano","Austronesian","Northern Philippines","Philippines","Asia","ilocano",16,121,2754560,3721343,64,22.33375,279.5435,273.508,1.00765,8.725,6.90309
"1422","isd","Austronesian","Northern Philippines","Philippines","Asia","isnag","Austronesian","Northern Philippines","Philippines","Asia","isnag",18.25,121,173713,203495,7,NA,NA,NA,NA,NA,4.47712
"1423","itv","Austronesian","Northern Philippines","Philippines","Asia","itawis","Austronesian","Northern Philippines","Philippines","Asia","itawis",17.75,121.5,163680,233843,9,27.7917,139.833,99.883,2.0584,8,5.12751
"1424","ivv","Austronesian","Northern Philippines","Philippines","Asia","ivatansouthern","Austronesian","Northern Philippines","Philippines","Asia","ivatansouthern",20.33,121.83,9278,103993,1,25.8917,235.833,112.423,2.3651,12,4.54407
"1425","kyj","Austronesian","Northern Philippines","Philippines","Asia","karao","Austronesian","Northern Philippines","Philippines","Asia","karao",16.5,120.83,14976,57934,6,NA,NA,NA,NA,NA,3.14613
"1426","kne","Austronesian","Northern Philippines","Philippines","Asia","kankanay","Austronesian","Northern Philippines","Philippines","Asia","kankanay",16.75,120.58,154778,197467,9,NA,NA,NA,NA,NA,5.17609
"1427","pam","Austronesian","Northern Philippines","Philippines","Asia","kapampangan","Austronesian","Northern Philippines","Philippines","Asia","kapampangan",15.33,120.5,239733,528169,8,27.1583,239.875,258.941,1.0503,7.5,6.27815
"1428","mbt","Austronesian","Southern Philippines","Philippines","Asia","kulamanen","Austronesian","Southern Philippines","Philippines","Asia","kulamanen",7.75,125,76693,159858,10,NA,NA,NA,NA,NA,4.47712
"1429","mdh","Austronesian","Southern Philippines","Philippines","Asia","magindanao","Austronesian","Southern Philippines","Philippines","Asia","magindanao",6.83,124.5,250726,388679,9,27.5417,180.5,76.193,0.3579,12,6
"1430","mmn","Austronesian","Meso-Philippine","Philippines","Asia","mamanwa","Austronesian","Meso-Philippine","Philippines","Asia","mamanwa",9.42,125.5,9402,60000,3,NA,NA,NA,NA,NA,3.71198
"1431","mrw","Austronesian","Southern Philippines","Philippines","Asia","maranao","Austronesian","Southern Philippines","Philippines","Asia","maranao",7.83,124.25,270667,311407,6,NA,NA,NA,NA,NA,5.88996
