iso_639_3,fileName,Language,Stock,Stock_coarse,Region,Region_coarse,L1_speakers,L2_speakers,RatioL2,PercL2,LDT,LDTinv,LDTscaled,measure,text,genus_wals,family_wals
tem,udhr_tem.csv,Temne ,Atlantic,Atlantic,African Savannah  ,African Savannah  ,1230000,220000,0.178861789,0.152,7.698000521,7.698000521,-0.263824409,H,UDHR,Southern Atlantic,Niger-Congo
tem,udhr_tem.csv,Temne ,Atlantic,Atlantic,African Savannah  ,African Savannah  ,1230000,220000,0.178861789,0.152,0.294230769,0.294230769,-0.583240574,TTR,UDHR,Southern Atlantic,Niger-Congo
ktu,udhr_ktu.csv,Kituba Kibulamatadi,Kituba,Other,S Africa,S Africa,4200000,800000,0.19047619,0.16,1.016181751,-0.016181751,-0.502072617,a,UDHR,Creoles and Pidgins,other
ktu,udhr_ktu.csv,Kituba Kibulamatadi,Kituba,Other,S Africa,S Africa,4200000,800000,0.19047619,0.16,6.685701612,6.685701612,-1.813414724,H,UDHR,Creoles and Pidgins,other
ktu,udhr_ktu.csv,Kituba Kibulamatadi,Kituba,Other,S Africa,S Africa,4200000,800000,0.19047619,0.16,0.216377171,0.216377171,-1.181452478,TTR,UDHR,Creoles and Pidgins,other
wmw,zipf_stats_wmw-x-bible-mwani-v1.txt,mwani,Benue-Congo,Benue-Congo,S Africa,S Africa,100000,20000,0.2,0.166666667,0.999302599,0.000697401,1.043823703,a,PBC,Bantoid,Niger-Congo
wmw,zipf_stats_wmw-x-bible-mwani-v1.txt,mwani,Benue-Congo,Benue-Congo,S Africa,S Africa,100000,20000,0.2,0.166666667,9.875729007,9.875729007,1.605009918,H,PBC,Bantoid,Niger-Congo
wmw,zipf_stats_wmw-x-bible-mwani-v1.txt,mwani,Benue-Congo,Benue-Congo,S Africa,S Africa,100000,20000,0.2,0.166666667,0.213173296,0.213173296,1.562209085,TTR,PBC,Bantoid,Niger-Congo
lit,freqlist_lithuanian.csv,lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.177905606,1.159403456,-0.159403456,-0.193252129,a,EPC,Baltic,IE
lit,freqlist_lithuanian.csv,lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.177905606,12.05700183,12.05700183,1.179573899,H,EPC,Baltic,IE
lit,freqlist_lithuanian.csv,lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.177905606,0.027495839,0.027495839,0.80766753,TTR,EPC,Baltic,IE
lit,zipf_stats_lit-x-bible-lithuanian-v1.txt,lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.177905606,0.985251189,0.014748811,1.095648823,a,PBC,Baltic,Indo-European
lit,zipf_stats_lit-x-bible-lithuanian-v1.txt,lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.177905606,8.711970605,8.711970605,0.6165675,H,PBC,Baltic,Indo-European
lit,zipf_stats_lit-x-bible-lithuanian-v1.txt,lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.177905606,0.18846779,0.18846779,1.206517967,TTR,PBC,Baltic,Indo-European
lit,udhr_lit.csv,Lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.178,0.710790159,0.289209841,0.951217037,a,UDHR,Baltic,Indo-European
lit,udhr_lit.csv,Lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.178,8.50323978,8.50323978,0.968806532,H,UDHR,Baltic,Indo-European
lit,udhr_lit.csv,Lithuanian,Indo-European,Indo-European,Inner Asia,Inner Asia,3327090,720000,0.216405327,0.178,0.516655337,0.516655337,1.125826536,TTR,UDHR,Baltic,Indo-European
kan,udhr_kan.csv,Kannada ,Dravidian,Other,Indic,Indic,36863800,9000000,0.24414195,0.196,0.555808754,0.444191246,1.688738565,a,UDHR,Southern Dravidian,Dravidian
kan,udhr_kan.csv,Kannada ,Dravidian,Other,Indic,Indic,36863800,9000000,0.24414195,0.196,9.138524727,9.138524727,1.941277602,H,UDHR,Southern Dravidian,Dravidian
kan,udhr_kan.csv,Kannada ,Dravidian,Other,Indic,Indic,36863800,9000000,0.24414195,0.196,0.676809211,0.676809211,2.356417752,TTR,UDHR,Southern Dravidian,Dravidian
vie,zipf_stats_vie-x-bible-tieng-v1.txt,tieng,Austroasiatic ,Other,Southeast Asia,Southeast Asia,64317000,16000000,0.248767822,0.199210628,2.211376451,-1.211376451,-3.426608303,a,PBC,Viet-Muong,Austro-Asiatic
vie,zipf_stats_vie-x-bible-tieng-v1.txt,tieng,Austroasiatic ,Other,Southeast Asia,Southeast Asia,64317000,16000000,0.248767822,0.199210628,4.99722257,4.99722257,-2.538567209,H,PBC,Viet-Muong,Austro-Asiatic
vie,zipf_stats_vie-x-bible-tieng-v1.txt,tieng,Austroasiatic ,Other,Southeast Asia,Southeast Asia,64317000,16000000,0.248767822,0.199210628,0.032492852,0.032492852,-1.039090769,TTR,PBC,Viet-Muong,Austro-Asiatic
vie,udhr_vie.csv,Vietnamese ,Austroasiatic,Other,Southeast Asia,Southeast Asia,64317000,16000000,0.248767822,0.199,1.135904144,-0.135904144,-1.071804465,a,UDHR,Viet-Muong,Austro-Asiatic
vie,udhr_vie.csv,Vietnamese ,Austroasiatic,Other,Southeast Asia,Southeast Asia,64317000,16000000,0.248767822,0.199,8.040429574,8.040429574,0.260353519,H,UDHR,Viet-Muong,Austro-Asiatic
vie,udhr_vie.csv,Vietnamese ,Austroasiatic,Other,Southeast Asia,Southeast Asia,64317000,16000000,0.248767822,0.199,0.222311076,0.222311076,-1.135857511,TTR,UDHR,Viet-Muong,Austro-Asiatic
mak,zipf_stats_mak-x-bible-makas-v1.txt,makas,Austronesian,Austronesian,Oceania,Oceania,1600000,400000,0.25,0.2,1.06030803,-0.06030803,0.818820392,a,PBC,Sulawesi,Austronesian
mak,zipf_stats_mak-x-bible-makas-v1.txt,makas,Austronesian,Austronesian,Oceania,Oceania,1600000,400000,0.25,0.2,8.498364027,8.498364027,0.435139979,H,PBC,Sulawesi,Austronesian
mak,zipf_stats_mak-x-bible-makas-v1.txt,makas,Austronesian,Austronesian,Oceania,Oceania,1600000,400000,0.25,0.2,0.132338069,0.132338069,0.398404859,TTR,PBC,Sulawesi,Austronesian
bul,freqlist_bulgarian.csv,bulgarian,Indo-European,Indo-European,Europe,Europe,7897189,2067262,0.261771815,0.207463713,1.12577705,-0.12577705,0.36129921,a,EPC,Slavic,IE
bul,freqlist_bulgarian.csv,bulgarian,Indo-European,Indo-European,Europe,Europe,7897189,2067262,0.261771815,0.207463713,10.47454274,10.47454274,-0.433141136,H,EPC,Slavic,IE
bul,freqlist_bulgarian.csv,bulgarian,Indo-European,Indo-European,Europe,Europe,7897189,2067262,0.261771815,0.207463713,0.012503691,0.012503691,-0.495832733,TTR,EPC,Slavic,IE
bul,udhr_bul.csv,Bulgarian,Indo-European,Indo-European,Europe,Europe,7897189,2067262,0.261771815,0.207,0.855166752,0.144833248,0.264161418,a,UDHR,Slavic,Indo-European
bul,udhr_bul.csv,Bulgarian,Indo-European,Indo-European,Europe,Europe,7897189,2067262,0.261771815,0.207,7.87950925,7.87950925,0.014022546,H,UDHR,Slavic,Indo-European
bul,udhr_bul.csv,Bulgarian,Indo-European,Indo-European,Europe,Europe,7897189,2067262,0.261771815,0.207,0.377689694,0.377689694,0.058041572,TTR,UDHR,Slavic,Indo-European
rmn,udhr_rmn.csv,"Romani, Balkan Gypsi",Indo-European,Indo-European,Europe,Europe,709570,200000,0.281860845,0.22,0.872407191,0.127592809,0.182118063,a,UDHR,Indic,Indo-European
rmn,udhr_rmn.csv,"Romani, Balkan Gypsi",Indo-European,Indo-European,Europe,Europe,709570,200000,0.281860845,0.22,7.962136002,7.962136002,0.140504569,H,UDHR,Indic,Indo-European
rmn,udhr_rmn.csv,"Romani, Balkan Gypsi",Indo-European,Indo-European,Europe,Europe,709570,200000,0.281860845,0.22,0.384259259,0.384259259,0.108520832,TTR,UDHR,Indic,Indo-European
zlm,zipf_stats_zlm-x-bible-dahl-v1.txt,dahl,Austronesian,Austronesian,Southeast Asia,Southeast Asia,10296000,3000000,0.291375291,0.225631769,1.235937483,-0.235937483,0.171054972,a,PBC,Malayic,Austronesian
zlm,zipf_stats_zlm-x-bible-dahl-v1.txt,dahl,Austronesian,Austronesian,Southeast Asia,Southeast Asia,10296000,3000000,0.291375291,0.225631769,8.554472952,8.554472952,0.482796298,H,PBC,Malayic,Austronesian
zlm,zipf_stats_zlm-x-bible-dahl-v1.txt,dahl,Austronesian,Austronesian,Southeast Asia,Southeast Asia,10296000,3000000,0.291375291,0.225631769,0.087684691,0.087684691,-0.244480572,TTR,PBC,Malayic,Austronesian
spa,freqlist_spanish.csv,spanish,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234239369,1.190639237,-0.190639237,-0.708378381,a,EPC,Romance,IE
spa,freqlist_spanish.csv,spanish,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234239369,9.624604014,9.624604014,-1.299330329,H,EPC,Romance,IE
spa,freqlist_spanish.csv,spanish,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234239369,0.008066007,0.008066007,-0.8816696,TTR,EPC,Romance,IE
spa,zipf_stats_spa-x-bible-esbam-v1.txt,esbam,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234239369,1.192868908,-0.192868908,0.329902665,a,PBC,Romance,Indo-European
spa,zipf_stats_spa-x-bible-esbam-v1.txt,esbam,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234239369,8.272547842,8.272547842,0.243342183,H,PBC,Romance,Indo-European
spa,zipf_stats_spa-x-bible-esbam-v1.txt,esbam,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234239369,0.116530091,0.116530091,0.170813593,TTR,PBC,Romance,Indo-European
spa,udhr_spa.csv,Spanish ,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234,0.978327453,0.021672547,-0.321932557,a,UDHR,Romance,Indo-European
spa,udhr_spa.csv,Spanish ,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234,7.551002169,7.551002169,-0.488844134,H,UDHR,Romance,Indo-European
spa,udhr_spa.csv,Spanish ,Indo-European,Indo-European,Europe,Europe,343259405,105000000,0.305891109,0.234,0.31152648,0.31152648,-0.450343698,TTR,UDHR,Romance,Indo-European
ilo,zipf_stats_ilo-x-bible-ilokano-v1.txt,ilokano,Austronesian,Austronesian,Oceania,Oceania,7348300,2300000,0.312997564,0.238383964,1.092979408,-0.092979408,0.698320163,a,PBC,Northern Philippines,Austronesian
ilo,zipf_stats_ilo-x-bible-ilokano-v1.txt,ilokano,Austronesian,Austronesian,Oceania,Oceania,7348300,2300000,0.312997564,0.238383964,8.412599867,8.412599867,0.362295879,H,PBC,Northern Philippines,Austronesian
ilo,zipf_stats_ilo-x-bible-ilokano-v1.txt,ilokano,Austronesian,Austronesian,Oceania,Oceania,7348300,2300000,0.312997564,0.238383964,0.146943248,0.146943248,0.608679136,TTR,PBC,Northern Philippines,Austronesian
ilo,udhr_ilo.csv,Ilokano ,Austronesian,Austronesian,Oceania,Oceania,7348300,2300000,0.312997564,0.238,1.065492506,-0.065492506,-0.736731372,a,UDHR,Northern Philippines,Austronesian
ilo,udhr_ilo.csv,Ilokano ,Austronesian,Austronesian,Oceania,Oceania,7348300,2300000,0.312997564,0.238,6.902467038,6.902467038,-1.481598102,H,UDHR,Northern Philippines,Austronesian
ilo,udhr_ilo.csv,Ilokano ,Austronesian,Austronesian,Oceania,Oceania,7348300,2300000,0.312997564,0.238,0.275770457,0.275770457,-0.725086023,TTR,UDHR,Northern Philippines,Austronesian
lav,freqlist_latvian.csv,latvian,Indo-European,Indo-European,Inner Asia,Inner Asia,1504880,500000,0.332252406,0.249391485,1.101906642,-0.101906642,0.754959081,a,EPC,Baltic,IE
lav,freqlist_latvian.csv,latvian,Indo-European,Indo-European,Inner Asia,Inner Asia,1504880,500000,0.332252406,0.249391485,11.64479455,11.64479455,0.75948539,H,EPC,Baltic,IE
lav,freqlist_latvian.csv,latvian,Indo-European,Indo-European,Inner Asia,Inner Asia,1504880,500000,0.332252406,0.249391485,0.019567919,0.019567919,0.11837034,TTR,EPC,Baltic,IE
lav,udhr_lav.csv,Latvian,Indo-European,Indo-European,Inner Asia,Inner Asia,1504880,500000,0.332252406,0.249,0.706973912,0.293026089,0.969377699,a,UDHR,Baltic,Indo-European
lav,udhr_lav.csv,Latvian,Indo-European,Indo-European,Inner Asia,Inner Asia,1504880,500000,0.332252406,0.249,8.341525377,8.341525377,0.721260012,H,UDHR,Baltic,Indo-European
lav,udhr_lav.csv,Latvian,Indo-European,Indo-European,Inner Asia,Inner Asia,1504880,500000,0.332252406,0.249,0.507526882,0.507526882,1.055685265,TTR,UDHR,Baltic,Indo-European
gle,udhr_gle.csv,Irish Gaelic,Indo-European,Indo-European,Europe,Europe,1656790,581574,0.351024572,0.26,0.954310448,0.045689552,-0.207641054,a,UDHR,Celtic,Indo-European
gle,udhr_gle.csv,Irish Gaelic,Indo-European,Indo-European,Europe,Europe,1656790,581574,0.351024572,0.26,7.886915905,7.886915905,0.025360384,H,UDHR,Celtic,Indo-European
gle,udhr_gle.csv,Irish Gaelic,Indo-European,Indo-European,Europe,Europe,1656790,581574,0.351024572,0.26,0.34607438,0.34607438,-0.184884352,TTR,UDHR,Celtic,Indo-European
hrv,zipf_stats_hrv-x-bible-croat-v1.txt,croat,Indo-European,Indo-European,Europe,Europe,5546590,1953410,0.352182152,0.260454667,1.013611392,-0.013611392,0.991049292,a,PBC,Slavic,Indo-European
hrv,zipf_stats_hrv-x-bible-croat-v1.txt,croat,Indo-European,Indo-European,Europe,Europe,5546590,1953410,0.352182152,0.260454667,9.138559626,9.138559626,0.978892432,H,PBC,Slavic,Indo-European
hrv,zipf_stats_hrv-x-bible-croat-v1.txt,croat,Indo-European,Indo-European,Europe,Europe,5546590,1953410,0.352182152,0.260454667,0.175738291,0.175738291,1.023248297,TTR,PBC,Slavic,Indo-European
hrv,udhr_hrv.csv,Croatian ,Indo-European,Indo-European,Europe,Europe,5546590,1953410,0.352182152,0.26,0.752142815,0.247857185,0.754429083,a,UDHR,NA,NA
hrv,udhr_hrv.csv,Croatian ,Indo-European,Indo-European,Europe,Europe,5546590,1953410,0.352182152,0.26,8.312430153,8.312430153,0.676722103,H,UDHR,NA,NA
hrv,udhr_hrv.csv,Croatian ,Indo-European,Indo-European,Europe,Europe,5546590,1953410,0.352182152,0.26,0.472703063,0.472703063,0.788105813,TTR,UDHR,NA,NA
cha,zipf_stats_cha-x-bible-chamorro-v1.txt,chamorro,Austronesian,Austronesian,Oceania,Oceania,76350,30000,0.392927308,0.282087447,1.383606656,-0.383606656,-0.373585931,a,PBC,Chamorro,Austronesian
cha,zipf_stats_cha-x-bible-chamorro-v1.txt,chamorro,Austronesian,Austronesian,Oceania,Oceania,76350,30000,0.392927308,0.282087447,6.997188048,6.997188048,-0.83988928,H,PBC,Chamorro,Austronesian
cha,zipf_stats_cha-x-bible-chamorro-v1.txt,chamorro,Austronesian,Austronesian,Oceania,Oceania,76350,30000,0.392927308,0.282087447,0.074829259,0.074829259,-0.429563326,TTR,PBC,Chamorro,Austronesian
cha,udhr_cha.csv,Chamorro,Austronesian,Austronesian,Oceania,Oceania,76350,30000,0.392927308,0.282,1.011881266,-0.011881266,-0.481607582,a,UDHR,Chamorro,Austronesian
cha,udhr_cha.csv,Chamorro,Austronesian,Austronesian,Oceania,Oceania,76350,30000,0.392927308,0.282,7.25141545,7.25141545,-0.947440576,H,UDHR,Chamorro,Austronesian
cha,udhr_cha.csv,Chamorro,Austronesian,Austronesian,Oceania,Oceania,76350,30000,0.392927308,0.282,0.29299691,0.29299691,-0.592721305,TTR,UDHR,Chamorro,Austronesian
fri,udhr_fri.csv,"Frisian,Western",Indo-European,Indo-European,Europe,Europe,410500,174000,0.423873325,0.298,1.018551228,-0.018551228,-0.513348424,a,UDHR,NA,NA
fri,udhr_fri.csv,"Frisian,Western",Indo-European,Indo-European,Europe,Europe,410500,174000,0.423873325,0.298,7.693813749,7.693813749,-0.270233366,H,UDHR,NA,NA
fri,udhr_fri.csv,"Frisian,Western",Indo-European,Indo-European,Europe,Europe,410500,174000,0.423873325,0.298,0.306573006,0.306573006,-0.488405231,TTR,UDHR,NA,NA
ben,udhr_ben.csv,Bengali ,Indo-European,Indo-European,Indic,Indic,175636450,87750000,0.499611556,0.333,0.717988574,0.282011426,0.916961407,a,UDHR,Indic,Indo-European
ben,udhr_ben.csv,Bengali ,Indo-European,Indo-European,Indic,Indic,175636450,87750000,0.499611556,0.333,8.510244369,8.510244369,0.979528903,H,UDHR,Indic,Indo-European
ben,udhr_ben.csv,Bengali ,Indo-European,Indo-European,Indic,Indic,175636450,87750000,0.499611556,0.333,0.477707006,0.477707006,0.826555144,TTR,UDHR,Indic,Indo-European
deu,freqlist_german.csv,german,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341024771,1.211625869,-0.211625869,-1.054480324,a,EPC,Germanic,IE
deu,freqlist_german.csv,german,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341024771,10.45231994,10.45231994,-0.45578883,H,EPC,Germanic,IE
deu,freqlist_german.csv,german,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341024771,0.017634399,0.017634399,-0.049740638,TTR,EPC,Germanic,IE
deu,zipf_stats_deu-x-bible-deuab-v1.txt,deuab,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341024771,1.211810269,-0.211810269,0.26004218,a,PBC,Germanic,Indo-European
deu,zipf_stats_deu-x-bible-deuab-v1.txt,deuab,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341024771,8.389514171,8.389514171,0.342687959,H,PBC,Germanic,Indo-European
deu,zipf_stats_deu-x-bible-deuab-v1.txt,deuab,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341024771,0.094879463,0.094879463,-0.140895714,TTR,PBC,Germanic,Indo-European
deu,udhr_deu_1996.csv,German ,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341,0.858702766,0.141297234,0.247334328,a,UDHR,Germanic,Indo-European
deu,udhr_deu_1996.csv,German ,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341,8.033234613,8.033234613,0.249339735,H,UDHR,Germanic,Indo-European
deu,udhr_deu_1996.csv,German ,Indo-European,Indo-European,Europe,Europe,97100000,50250000,0.517507724,0.341,0.390615478,0.390615478,0.157360783,TTR,UDHR,Germanic,Indo-European
cat,udhr_cat.csv,Catalan ,Indo-European,Indo-European,Europe,Europe,9115080,5000000,0.548541538,0.354,0.975684728,0.024315272,-0.309356425,a,UDHR,Romance,Indo-European
cat,udhr_cat.csv,Catalan ,Indo-European,Indo-European,Europe,Europe,9115080,5000000,0.548541538,0.354,7.662274737,7.662274737,-0.318512138,H,UDHR,Romance,Indo-European
cat,udhr_cat.csv,Catalan ,Indo-European,Indo-European,Europe,Europe,9115080,5000000,0.548541538,0.354,0.328056769,0.328056769,-0.323328175,TTR,UDHR,Romance,Indo-European
lug,udhr_lug.csv,Luganda ,Benue-Congo,Benue-Congo,S Africa,S Africa,4376667,2500000,0.571210967,0.364,0.707792385,0.292207615,0.965482767,a,UDHR,Bantoid,Niger-Congo
lug,udhr_lug.csv,Luganda ,Benue-Congo,Benue-Congo,S Africa,S Africa,4376667,2500000,0.571210967,0.364,8.416936632,8.416936632,0.836696816,H,UDHR,Bantoid,Niger-Congo
lug,udhr_lug.csv,Luganda ,Benue-Congo,Benue-Congo,S Africa,S Africa,4376667,2500000,0.571210967,0.364,0.525462963,0.525462963,1.193502625,TTR,UDHR,Bantoid,Niger-Congo
hau,udhr_hau_NE.csv,Hausa ,Chadic,Other,African,Other,24594000,15000000,0.609904855,0.379,0.9337077,0.0662923,-0.109597224,a,UDHR,West Chadic,Afro-Asiatic
hau,udhr_hau_NE.csv,Hausa ,Chadic,Other,African,Other,24594000,15000000,0.609904855,0.379,7.560691772,7.560691772,-0.474011642,H,UDHR,West Chadic,Afro-Asiatic
hau,udhr_hau_NE.csv,Hausa ,Chadic,Other,African,Other,24594000,15000000,0.609904855,0.379,0.22309417,0.22309417,-1.129840363,TTR,UDHR,West Chadic,Afro-Asiatic
hil,zipf_stats_hil-x-bible-hilig-v1.txt,hilig,Austronesian,Austronesian,Oceania,Oceania,6335000,4100000,0.647198106,0.392908481,1.27689075,-0.27689075,0.020009064,a,PBC,Meso-Philippine,Austronesian
hil,zipf_stats_hil-x-bible-hilig-v1.txt,hilig,Austronesian,Austronesian,Oceania,Oceania,6335000,4100000,0.647198106,0.392908481,7.695234962,7.695234962,-0.247000604,H,PBC,Meso-Philippine,Austronesian
hil,zipf_stats_hil-x-bible-hilig-v1.txt,hilig,Austronesian,Austronesian,Oceania,Oceania,6335000,4100000,0.647198106,0.392908481,0.081916153,0.081916153,-0.327531606,TTR,PBC,Meso-Philippine,Austronesian
hil,udhr_hil.csv,Hiligaynon ,Austronesian,Austronesian,Oceania,Oceania,6335000,4100000,0.647198106,0.393,1.089029945,-0.089029945,-0.848740732,a,UDHR,Meso-Philippine,Austronesian
hil,udhr_hil.csv,Hiligaynon ,Austronesian,Austronesian,Oceania,Oceania,6335000,4100000,0.647198106,0.393,6.770473985,6.770473985,-1.683648261,H,UDHR,Meso-Philippine,Austronesian
hil,udhr_hil.csv,Hiligaynon ,Austronesian,Austronesian,Oceania,Oceania,6335000,4100000,0.647198106,0.393,0.242195368,0.242195368,-0.983070479,TTR,UDHR,Meso-Philippine,Austronesian
urd,udhr_urd.csv,Urdu,Indo-European,Indo-European,Indic,Indic,60586800,43413200,0.716545518,0.417,0.985975226,0.014024774,-0.358326583,a,UDHR,Indic,Indo-European
urd,udhr_urd.csv,Urdu,Indo-European,Indo-European,Indic,Indic,60586800,43413200,0.716545518,0.417,8.002960166,8.002960166,0.202996713,H,UDHR,Indic,Indo-European
urd,udhr_urd.csv,Urdu,Indo-European,Indo-European,Indic,Indic,60586800,43413200,0.716545518,0.417,0.307486631,0.307486631,-0.481385111,TTR,UDHR,Indic,Indo-European
rus,udhr_rus.csv,Russian ,Indo-European,Indo-European,Inner Asia,Inner Asia,151776975,110000000,0.724747611,0.42,0.731967956,0.268032044,0.850436683,a,UDHR,Slavic,Indo-European
rus,udhr_rus.csv,Russian ,Indo-European,Indo-European,Inner Asia,Inner Asia,151776975,110000000,0.724747611,0.42,8.405483473,8.405483473,0.819164737,H,UDHR,Slavic,Indo-European
rus,udhr_rus.csv,Russian ,Indo-European,Indo-European,Inner Asia,Inner Asia,151776975,110000000,0.724747611,0.42,0.472829482,0.472829482,0.789077192,TTR,UDHR,Slavic,Indo-European
ceb,zipf_stats_ceb-x-bible-cebua-v1.txt,cebua,Austronesian,Austronesian,Oceania,Oceania,15403630,11500000,0.746577268,0.427451612,1.148838738,-0.148838738,0.492296962,a,PBC,Meso-Philippine,Austronesian
ceb,zipf_stats_ceb-x-bible-cebua-v1.txt,cebua,Austronesian,Austronesian,Oceania,Oceania,15403630,11500000,0.746577268,0.427451612,8.000058551,8.000058551,0.011902416,H,PBC,Meso-Philippine,Austronesian
ceb,zipf_stats_ceb-x-bible-cebua-v1.txt,cebua,Austronesian,Austronesian,Oceania,Oceania,15403630,11500000,0.746577268,0.427451612,0.099785813,0.099785813,-0.070257801,TTR,PBC,Meso-Philippine,Austronesian
ceb,udhr_ceb.csv,Cebuano ,Austronesian,Austronesian,Oceania,Oceania,15403630,11500000,0.746577268,0.427,0.937875248,0.062124753,-0.129429642,a,UDHR,Meso-Philippine,Austronesian
ceb,udhr_ceb.csv,Cebuano ,Austronesian,Austronesian,Oceania,Oceania,15403630,11500000,0.746577268,0.427,6.915008612,6.915008612,-1.462399916,H,UDHR,Meso-Philippine,Austronesian
ceb,udhr_ceb.csv,Cebuano ,Austronesian,Austronesian,Oceania,Oceania,15403630,11500000,0.746577268,0.427,0.269372694,0.269372694,-0.774245191,TTR,UDHR,Meso-Philippine,Austronesian
ita,freqlist_italian.csv,italian,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.431598765,1.202490826,-0.202490826,-0.903829366,a,EPC,Romance,IE
ita,freqlist_italian.csv,italian,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.431598765,10.47959889,10.47959889,-0.42798831,H,EPC,Romance,IE
ita,freqlist_italian.csv,italian,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.431598765,0.010445064,0.010445064,-0.674821144,TTR,EPC,Romance,IE
ita,zipf_stats_ita-x-bible-intalianobible-v1.txt,v1.txt,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.431598765,1.093492641,-0.093492641,0.696427232,a,PBC,Romance,Indo-European
ita,zipf_stats_ita-x-bible-intalianobible-v1.txt,v1.txt,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.431598765,9.00935201,9.00935201,0.869149475,H,PBC,Romance,Indo-European
ita,zipf_stats_ita-x-bible-intalianobible-v1.txt,v1.txt,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.431598765,0.135851889,0.135851889,0.448994171,TTR,PBC,Romance,Indo-European
ita,udhr_ita.csv,Italian,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.432,0.931919959,0.068080041,-0.10108977,a,UDHR,Romance,Indo-European
ita,udhr_ita.csv,Italian,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.432,8.084675285,8.084675285,0.328083242,H,UDHR,Romance,Indo-European
ita,udhr_ita.csv,Italian,Indo-European,Indo-European,Europe,Europe,65848339,50000000,0.759320602,0.432,0.351492928,0.351492928,-0.143249283,TTR,UDHR,Romance,Indo-European
skr,udhr_skr.csv,Saraiki ,Indo-European,Indo-European,Greater Mesopotamia,Greater Mesopotamia,16770000,13000000,0.775193798,0.437,0.967899227,0.032100773,-0.272306986,a,UDHR,NA,NA
skr,udhr_skr.csv,Saraiki ,Indo-European,Indo-European,Greater Mesopotamia,Greater Mesopotamia,16770000,13000000,0.775193798,0.437,8.062368658,8.062368658,0.29393707,H,UDHR,NA,NA
skr,udhr_skr.csv,Saraiki ,Indo-European,Indo-European,Greater Mesopotamia,Greater Mesopotamia,16770000,13000000,0.775193798,0.437,0.32842481,0.32842481,-0.320500213,TTR,UDHR,NA,NA
hin,zipf_stats_hin-x-bible-hindinull-v1.txt,hindinull,Indo-European,Indo-European,Indic,Indic,190838310,154500000,0.809585874,0.447387375,1.255385448,-0.255385448,0.099326003,a,PBC,Indic,Indo-European
hin,zipf_stats_hin-x-bible-hindinull-v1.txt,hindinull,Indo-European,Indo-European,Indic,Indic,190838310,154500000,0.809585874,0.447387375,8.57108042,8.57108042,0.496901911,H,PBC,Indic,Indo-European
hin,zipf_stats_hin-x-bible-hindinull-v1.txt,hindinull,Indo-European,Indo-European,Indic,Indic,190838310,154500000,0.809585874,0.447387375,0.086147172,0.086147172,-0.266616601,TTR,PBC,Indic,Indo-European
hin,udhr_hin.csv,Hindi,Indo-European,Indo-European,Indic,Indic,190838310,154500000,0.809585874,0.447,0.996937846,0.003062154,-0.41049522,a,UDHR,Indic,Indo-European
hin,udhr_hin.csv,Hindi,Indo-European,Indo-European,Indic,Indic,190838310,154500000,0.809585874,0.447,7.910381227,7.910381227,0.061280244,H,UDHR,Indic,Indo-European
