iso_639_3,fileName,Language,Stock,Stock_coarse,Region,Region_coarse,L1_speakers,L2_speakers,RatioL2,PercL2,LDT,LDTinv,LDTscaled,measure,text,genus_wals,family_wals
kri,udhr_kri.csv,Krio,Creole,Creole,Sierra Leone,Other,473000,4000000,8.456659619,0.894,0.187940141,0.187940141,-1.399957088,TTR,UDHR,NA,NA
aii,udhr_aii.csv,Neo-Aramaic (Assyrian) ,Semitic,Semitic,Greater Mesopotamia,Greater Mesopotamia,319665,3280335,10.26178969,0.911,0.797308884,0.202691116,0.539493953,a,UDHR,Semitic,Afro-Asiatic
aii,udhr_aii.csv,Neo-Aramaic (Assyrian) ,Semitic,Semitic,Greater Mesopotamia,Greater Mesopotamia,319665,3280335,10.26178969,0.911,8.02414742,8.02414742,0.235429391,H,UDHR,Semitic,Afro-Asiatic
aii,udhr_aii.csv,Neo-Aramaic (Assyrian) ,Semitic,Semitic,Greater Mesopotamia,Greater Mesopotamia,319665,3280335,10.26178969,0.911,0.459016393,0.459016393,0.682940109,TTR,UDHR,Semitic,Afro-Asiatic
swh,zipf_stats_swh-x-bible-swahi-v1.txt,swahi,Benue-Congo,Benue-Congo,S Africa,S Africa,2893815,55000000,19.00605256,0.950015127,0.978893589,0.021106411,1.119097246,a,PBC,Bantoid,Niger-Congo
swh,zipf_stats_swh-x-bible-swahi-v1.txt,swahi,Benue-Congo,Benue-Congo,S Africa,S Africa,2893815,55000000,19.00605256,0.950015127,9.853451588,9.853451588,1.586088511,H,PBC,Bantoid,Niger-Congo
swh,zipf_stats_swh-x-bible-swahi-v1.txt,swahi,Benue-Congo,Benue-Congo,S Africa,S Africa,2893815,55000000,19.00605256,0.950015127,0.203302422,0.203302422,1.420095738,TTR,PBC,Bantoid,Niger-Congo
swh,udhr_swh.csv,"Swahili, Tanzania",Benue-Congo,Benue-Congo,S Africa,S Africa,2893815,55000000,19.00605256,0.95,0.969476819,0.030523181,-0.279814388,a,UDHR,Bantoid,Niger-Congo
swh,udhr_swh.csv,"Swahili, Tanzania",Benue-Congo,Benue-Congo,S Africa,S Africa,2893815,55000000,19.00605256,0.95,7.469269283,7.469269283,-0.61395786,H,UDHR,Bantoid,Niger-Congo
swh,udhr_swh.csv,"Swahili, Tanzania",Benue-Congo,Benue-Congo,S Africa,S Africa,2893815,55000000,19.00605256,0.95,0.298540965,0.298540965,-0.550121867,TTR,UDHR,Bantoid,Niger-Congo
pcm,udhr_pcm.csv,Nigerian Pidgin,Creole,Creole,Nigeria,Other,2500000,51250000,20.5,0.953,1.793201168,-0.793201168,-4.199732645,a,UDHR,Creoles and Pidgins,other
pcm,udhr_pcm.csv,Nigerian Pidgin,Creole,Creole,Nigeria,Other,2500000,51250000,20.5,0.953,6.947941843,6.947941843,-1.411986926,H,UDHR,Creoles and Pidgins,other
pcm,udhr_pcm.csv,Nigerian Pidgin,Creole,Creole,Nigeria,Other,2500000,51250000,20.5,0.953,0.114524307,0.114524307,-1.964070078,TTR,UDHR,Creoles and Pidgins,other
tpi,zipf_stats_tpi-x-bible-tokpi-v1.txt,tokpi,Tok Pisin ,Other,S New Guinea,Other,122000,4000000,32.78688525,0.970402717,1.424674508,-0.424674508,-0.525054457,a,PBC,English based,Creole
tpi,zipf_stats_tpi-x-bible-tokpi-v1.txt,tokpi,Tok Pisin ,Other,S New Guinea,Other,122000,4000000,32.78688525,0.970402717,6.479091453,6.479091453,-1.279936502,H,PBC,English based,Creole
tpi,zipf_stats_tpi-x-bible-tokpi-v1.txt,tokpi,Tok Pisin ,Other,S New Guinea,Other,122000,4000000,32.78688525,0.970402717,0.015992027,0.015992027,-1.276657118,TTR,PBC,English based,Creole
tpi,udhr_tpi.csv,Tok Pisin (Melanesian English),Creole,Creole,S New Guinea,Other,122000,4000000,32.78688525,0.97,1.321176225,-0.321176225,-1.953472481,a,UDHR,Creoles and Pidgins,other
tpi,udhr_tpi.csv,Tok Pisin (Melanesian English),Creole,Creole,S New Guinea,Other,122000,4000000,32.78688525,0.97,6.641616709,6.641616709,-1.880898288,H,UDHR,Creoles and Pidgins,other
tpi,udhr_tpi.csv,Tok Pisin (Melanesian English),Creole,Creole,S New Guinea,Other,122000,4000000,32.78688525,0.97,0.167110165,0.167110165,-1.560010571,TTR,UDHR,Creoles and Pidgins,other
