iso,filename,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,Corpus,H_scaled
eng,eng-x-bible-treeoflife.csv,8.7503527206,8.8099937336,8.9616592104,9.1471081056,8.7504623892,8.7746786122,8.9105680816,8.8591096772,8.7604708423,PBC,-0.3470665083
cpa,cpa-x-bible.csv,8.7568266357,8.8348187296,9.0475995906,9.296142609,8.7569436836,8.7828058913,8.990255314,8.9123390566,8.7655568701,PBC,-0.3426693582
bhl,bhl-x-bible.csv,8.7515603665,8.8060653852,8.9472554162,9.1194970486,8.7516713738,8.776167521,8.8980344162,8.8529756933,8.7676903006,PBC,-0.3408248905
nia,nia-x-bible.csv,8.7615363847,8.8304250729,9.0108274137,9.2267946867,8.7616491767,8.7865647867,8.9569407855,8.8920733436,8.7687293719,PBC,-0.3399265564
ncj,ncj-x-bible.csv,8.765940056,8.8714299173,9.16757913,9.4998220477,8.7660616708,8.7929545671,9.1245220455,8.9858031531,8.7716322446,PBC,-0.3374168637
bba,bba-x-bible.csv,8.7617853339,8.8206184377,8.9715389184,9.1555042464,8.7618957468,8.7862719208,8.9198631496,8.8701920331,8.7732817814,PBC,-0.3359907486
plg,plg-x-bible.csv,8.7679299414,8.8559776198,9.0992912957,9.3791443994,8.7680488385,8.7943290508,9.0467909074,8.946825968,8.7760648136,PBC,-0.3335846646
min,min-x-bible.csv,8.7644528943,8.8202707654,8.9593915209,9.1313410199,8.7645607099,8.7883623861,8.9110240331,8.8637795731,8.7761507803,PBC,-0.3335103416
pbc,pbc-x-bible.csv,8.7670072496,8.8312504598,8.9984376908,9.2000462011,8.767119206,8.7918441804,8.9473983891,8.8876248494,8.7783365221,PBC,-0.3316206479
eng,eng-x-bible-internationalstandard.csv,8.7695584403,8.8290263299,8.9791063803,9.1630919671,8.7696674814,8.7937454834,8.9321916439,8.8770708692,8.7800656729,PBC,-0.3301257022
nob,nob-x-bible-2007.csv,8.7685751253,8.8315920447,8.9945454062,9.1918033021,8.7686864407,8.7932691723,8.9449734905,8.8859399247,8.7807567649,PBC,-0.3295282153
abt,abt-x-bible-wosera.csv,8.7682123996,8.8227462721,8.9614940847,9.1317632048,8.7683219207,8.7924919902,8.9104557912,8.8676310735,8.7814838027,PBC,-0.3288996512
ilo,ilo-x-bible.csv,8.7773964432,8.8822370918,9.1729998141,9.5007879698,8.7775168605,8.8041455761,9.1273246046,8.9928797306,8.7829955179,PBC,-0.3275926905
yua,yua-x-bible.csv,8.7798887578,8.8703890177,9.117730797,9.4024156798,8.7800068325,8.8061079923,9.0612745104,8.961729981,8.7864176149,PBC,-0.3246340999
poi,poi-x-bible.csv,8.782375062,8.8708844028,9.1091263887,9.385482476,8.7824915899,8.8082510417,9.0549407849,8.9569774019,8.7868860721,PBC,-0.3242290929
tlf,tlf-x-bible.csv,8.7765798887,8.839337123,9.0029285231,9.2002667766,8.7766919435,8.8014346952,8.9521508386,8.8946219237,8.7887412188,PBC,-0.3226252168
btx,btx-x-bible.csv,8.7793352328,8.8405632103,8.9956796925,9.1851269797,8.7794447341,8.8036259199,8.944719855,8.8906510826,8.7898440744,PBC,-0.3216717376
jac,jac-x-bible.csv,8.7806615607,8.8587257894,9.0705116079,9.3182356826,8.780778135,8.806535783,9.0144072934,8.93538812,8.7915484139,PBC,-0.3201982426
zom,zom-x-bible.csv,8.7849366082,8.8725226241,9.1099488451,9.3848783653,8.7850537363,8.8109439117,9.0541371856,8.9590771001,8.7915753595,PBC,-0.3201749467
kzf,kzf-x-bible.csv,8.7830281717,8.841399613,8.988130811,9.168343596,8.7831368731,8.8071368797,8.9368366715,8.8880904958,8.7955226868,PBC,-0.3167622657
dts,dts-x-bible.csv,8.7832494941,8.8450401227,9.0051922148,9.198966485,8.7833609998,8.8079815646,8.9559236701,8.8986669249,8.7966431292,PBC,-0.3157935817
ncl,ncl-x-bible.csv,8.78796147,8.8734700051,9.1077052998,9.3785358204,8.7880794243,8.8141489948,9.0546429876,8.9598680261,8.7977097365,PBC,-0.3148714412
sue,sue-x-bible.csv,8.787593532,8.8410886641,8.9738924883,9.1384624284,8.7877009745,8.8114134381,8.9264086238,8.8823557288,8.7995553884,PBC,-0.3132757739
kmo,kmo-x-bible.csv,8.7854074819,8.8402154665,8.9804831844,9.1520186384,8.7855175888,8.8098143506,8.9272777584,8.8861081344,8.8006312421,PBC,-0.3123456393
sxn,sxn-x-bible-sangir.csv,8.7969801839,8.8785357346,9.0981523281,9.3547435124,8.7970963062,8.822759026,9.0419854952,8.9574906384,8.8072409743,PBC,-0.3066311632
cbv,cbv-x-bible.csv,8.7960905042,8.8520237909,8.991386255,9.1633326713,8.796198419,8.8200187392,8.9376703467,8.8957319509,8.8080369006,PBC,-0.3059430412
nan,nan-x-bible.csv,8.7998370381,8.8582950411,9.0022439502,9.1802747396,8.7999440817,8.8235803377,8.9517224782,8.9026088377,8.8087490903,PBC,-0.3053273142
sim,sim-x-bible.csv,8.7960444756,8.8479093623,8.9771385833,9.1372061929,8.7961521809,8.8199165082,8.9294916293,8.8883109001,8.8109240944,PBC,-0.3034469038
bre,bre-x-bible.csv,8.8033873187,8.863821814,9.0136682629,9.1981546391,8.8034950299,8.8272815454,8.9672095895,8.9105729089,8.8126800209,PBC,-0.301928809
tac,tac-x-bible.csv,8.8042904632,8.8771032819,9.0694306327,9.297663383,8.8044043562,8.8295651628,9.0113564399,8.9440274691,8.8143237868,PBC,-0.3005076832
nno,nno-x-bible-2011.csv,8.8078188266,8.8692776354,9.0246343637,9.2142975482,8.8079282175,8.8320841273,8.9768409828,8.9193657923,8.8198592589,PBC,-0.2957219639
vie,vie-x-bible-bd2011.csv,8.8032475513,8.8366892223,8.9042552885,8.9963451721,8.8033391685,8.8235253976,8.8681245351,8.8494254453,8.8212818212,PBC,-0.2944920807
nnh,nnh-x-bible-2007.csv,8.8133156503,8.8574188377,8.960504553,9.0921400179,8.8134179521,8.8359770358,8.9169882879,8.885960078,8.8308864778,PBC,-0.2861883281
vie,vie-x-bible-revised2010.csv,8.8124687238,8.844395565,8.9067879443,8.9930456168,8.8125581772,8.832265609,8.872964996,8.8548118244,8.8309963229,PBC,-0.286093361
ifk,ifk-x-bible.csv,8.8258696101,8.8996923153,9.0933546147,9.3233556256,8.8259829996,8.8510339972,9.0368032649,8.9665557185,8.8355167791,PBC,-0.2821851786
zac,zac-x-bible.csv,8.8242259909,8.8784280435,9.0114270431,9.1765942518,8.8243326162,8.8478653615,8.9623241996,8.91908146,8.8382436747,PBC,-0.2798276278
mti,mti-x-bible.csv,8.8266106099,8.8807693817,9.0133110831,9.1780223222,8.8267170432,8.8502069552,8.9628489482,8.9211235041,8.8382690327,PBC,-0.2798057044
ify,ify-x-bible.csv,8.8319962565,8.9169277136,9.1451367844,9.4106028788,8.8321125052,8.8578048868,9.08964482,8.999165058,8.8399489869,PBC,-0.2783532918
azz,azz-x-bible.csv,8.8356315513,8.9437903985,9.2477059482,9.5867659309,8.8357536068,8.862743079,9.2028691859,9.0619300749,8.8444418892,PBC,-0.2744689313
nwi,nwi-x-bible-2012.csv,8.8326986125,8.8979805631,9.0672119213,9.2708619602,8.8328104557,8.8575086636,9.0126602397,8.9549999672,8.8466273307,PBC,-0.2725794972
ibo,ibo-x-bible.csv,8.8364218716,8.9088163088,9.0985944942,9.3243351889,8.8365351218,8.8615532602,9.0450790789,8.9742129332,8.8484929811,PBC,-0.2709665401
bku,bku-x-bible.csv,8.8348143808,8.8910073526,9.0301985612,9.2020872922,8.8349218882,8.8586520868,8.9797574688,8.9343282811,8.8486862069,PBC,-0.2707994857
ixl,ixl-x-bible-2001.csv,8.8433943831,8.9229590146,9.1350620736,9.3837576476,8.8435096218,8.8689728874,9.0758878791,8.9983206333,8.8527229519,PBC,-0.2673094982
eng,eng-x-bible-godsword.csv,8.842801343,8.8971476651,9.0272973623,9.190355582,8.8429060354,8.8660161536,8.9780814989,8.9352582029,8.854172807,PBC,-0.2660560189
kek,kek-x-bible-2005.csv,8.8487439083,8.9399799427,9.1832498344,9.4648753513,8.8488599262,8.8745070001,9.1277319485,9.0273326292,8.8541964378,PBC,-0.2660355888
iws,iws-x-bible.csv,8.8473331926,8.9261909035,9.1375892378,9.3850033079,8.8474489333,8.873020662,9.0756915154,9.0018958343,8.8563737781,PBC,-0.2641531587
mhl,mhl-x-bible.csv,8.849554941,8.9153418349,9.0836872618,9.286996047,8.8496657428,8.8741356212,9.0305929345,8.9710544683,8.8614952989,PBC,-0.259725323
gbo,gbo-x-bible.csv,8.8479432135,8.8942392974,9.0025131596,9.1402957903,8.8480457361,8.8706577291,8.9571265563,8.9243867704,8.865123887,PBC,-0.2565882095
zlm,zlm-x-bible-leydekker.csv,8.8549800792,8.9227434652,9.0948269095,9.3028202532,8.8550903408,8.8794452385,9.041587941,8.9791201615,8.8663190635,PBC,-0.2555549138
czt,czt-x-bible.csv,8.8619457114,8.9370235614,9.1330296293,9.3656083413,8.8620588426,8.8870530607,9.0743506817,9.0044496815,8.8721178207,PBC,-0.2505415701
maa,maa-x-bible-sanantonio.csv,8.8710878667,8.9700711735,9.2418271834,9.5501450181,8.871207186,8.8975857218,9.1835922472,9.0722557389,8.8791663097,PBC,-0.2444477646
maa,maa-x-bible-sanjeronimo.csv,8.8708554654,8.9604756814,9.2034899983,9.4832930441,8.8709729909,8.89694852,9.1474264197,9.0497138992,8.8792867199,PBC,-0.2443436634
gdr,gdr-x-bible.csv,8.86521942,8.9250335564,9.0762383631,9.2606617742,8.8653288944,8.8894954305,9.0254120613,8.9739425762,8.8803255021,PBC,-0.2434455792
mek,mek-x-bible.csv,8.8690008541,8.9361871621,9.1072242113,9.3137456918,8.8691113375,8.8935128418,9.0532696187,8.9924738646,8.8808660894,PBC,-0.2429782118
ljp,ljp-x-bible.csv,8.8729571645,8.93391103,9.083630246,9.2680298359,8.8730643047,8.8967224012,9.0305653646,8.9801338129,8.8848667763,PBC,-0.2395193985
plt,plt-x-bible-1865.csv,8.8757938642,8.9561519779,9.1671426176,9.4155298372,8.8759078366,8.9010933739,9.1125688479,9.0296871984,8.8850954009,PBC,-0.23932174
vie,vie-x-bible-banphothong.csv,8.8658039091,8.8979038737,8.959660649,9.0453857878,8.8658925096,8.8854099199,8.9251179497,8.9076647219,8.885613033,PBC,-0.2388742186
bao,bao-x-bible.csv,8.8796128129,8.9519351153,9.1376591397,9.3598234464,8.8797244004,8.9043748351,9.0837790355,9.0142391152,8.8873606233,PBC,-0.2373633309
mva,mva-x-bible.csv,8.8812857379,8.9700980446,9.2056531418,9.4793096728,8.8814011869,8.9069197429,9.1513245734,9.0540345094,8.8877517524,PBC,-0.2370251784
eng,eng-x-bible-common.csv,8.8814860337,8.9404201261,9.0828354988,9.2596325628,8.8815917585,8.9049356648,9.0333740356,8.9830948985,8.8924986105,PBC,-0.2329212591
zas,zas-x-bible.csv,8.8815127432,8.950790959,9.1269760215,9.3392921736,8.881623272,8.9060379456,9.0748288166,9.008807808,8.8928794294,PBC,-0.2325920203
btd,btd-x-bible.csv,8.8831212855,8.9574345071,9.1483791709,9.3763842851,8.8832330037,8.9079157479,9.0931032973,9.0215995221,8.8932643873,PBC,-0.232259203
hin,hin-x-bible.csv,8.8814100587,8.9418734078,9.0908233637,9.2740395646,8.8815174564,8.9052298929,9.0396199259,8.9881271104,8.8937352935,PBC,-0.2318520788
eng,eng-x-bible-newliving.csv,8.8859070447,8.9464281016,9.0932301401,9.2749340888,8.8860131519,8.9094440626,9.04393159,8.9907736657,8.8968141842,PBC,-0.2291902089
cme,cme-x-bible.csv,8.8869478661,8.9510468068,9.1123043237,9.3083301893,8.8870572284,8.9112063285,9.0573635357,9.003074926,8.8998523476,PBC,-0.2265635499
yuj,yuj-x-bible.csv,8.8853612613,8.9405732005,9.0766413295,9.2447764994,8.8854684452,8.909121662,9.0279056848,8.9827023735,8.8999220152,PBC,-0.2265033185
myb,myb-x-bible-1980.csv,8.8910059697,8.9537054962,9.108716324,9.2986347313,8.8911138063,8.914926055,9.0559409588,9.0022614304,8.9010722619,PBC,-0.2255088671
huv,huv-x-bible.csv,8.8883917732,8.9467776415,9.0893761165,9.2656775696,8.8884983696,8.9120307973,9.0383591981,8.9903458393,8.9016510076,PBC,-0.2250085097
nob,nob-x-bible-1985.csv,8.8887608814,8.9545910561,9.1196748273,9.3203745624,8.8888700204,8.9129745782,9.0712805786,9.007596585,8.9016628874,PBC,-0.2249982389
urd,urd-x-bible-devanagari.csv,8.8948120494,8.9507020552,9.0828896789,9.2487550404,8.8949159427,8.9178518733,9.0339101678,8.9887005459,8.9084628262,PBC,-0.2191193188
urd,urd-x-bible-revised2010.csv,8.8968420716,8.9590222279,9.111689608,9.2993362095,8.8969493056,8.9206287691,9.0590112259,9.0062602681,8.9092096074,PBC,-0.2184736854
nch,nch-x-bible.csv,8.9038758616,8.9947945031,9.236011151,9.5154684983,8.9039914976,8.929552883,9.1872698941,9.0809958645,8.9124643817,PBC,-0.2156597545
vmy,vmy-x-bible.csv,8.9062965558,8.9945894923,9.2282897557,9.4997822385,8.906411882,8.9319012473,9.1722189956,9.0777725228,8.9132347092,PBC,-0.2149937641
nob,nob-x-bible-1988.csv,8.9024517073,8.9628140678,9.1100148818,9.2917407777,8.9025582878,8.9260912278,9.0561579687,9.0077549081,8.9166107771,PBC,-0.2120749682
nob,nob-x-bible-2011.csv,8.9037255987,8.9689065606,9.1308238849,9.3284144674,8.903833941,8.9277621567,9.0811320074,9.0201131184,8.9168766845,PBC,-0.2118450766
bvr,bvr-x-bible.csv,8.908567301,8.9714543779,9.126205172,9.3160517083,8.9086747776,8.9324082486,9.075414861,9.0195815873,8.9206567616,PBC,-0.2085769926
urd,urd-x-bible-international.csv,8.9108090075,8.9642897127,9.088116588,9.2450273271,8.9109111738,8.9334628112,9.0407423112,8.9983966515,8.9247918505,PBC,-0.2050019814
mxp,mxp-x-bible.csv,8.9216229794,9.0565005388,9.4294368234,9.8346279553,8.9217455983,8.9488720744,9.4031374113,9.2025446907,8.9256272886,PBC,-0.2042796993
eng,eng-x-bible-newsimplified.csv,8.9238474299,8.9961408784,9.1770344103,9.3953555616,8.923956852,8.9481313576,9.123570234,9.054512748,8.9331772482,PBC,-0.197752345
mco,mco-x-bible.csv,8.9236741103,9.0325110242,9.3304753696,9.6648054673,8.9237939294,8.9502888581,9.2797638788,9.1453060362,8.9336551855,PBC,-0.197339142
gyr,gyr-x-bible-1985.csv,8.9202888198,8.988008925,9.159167319,9.365952512,8.9203988214,8.9446934356,9.1058031334,9.0438858355,8.9350308392,PBC,-0.1961498139
nhw,nhw-x-bible.csv,8.9273317613,9.0192747162,9.2619915702,9.5431549736,8.9274470707,8.9529366915,9.2109801613,9.1056165309,8.9359807915,PBC,-0.195328528
eng,eng-x-bible-amplified.csv,8.9295396196,9.006218861,9.1992942986,9.4307468504,8.9296498151,8.954000199,9.1477842911,9.0693814978,8.938309097,PBC,-0.1933155802
zpu,zpu-x-bible.csv,8.9349450158,9.010527809,9.2033192257,9.433367311,8.935056318,8.9596467054,9.1472225489,9.0749058466,8.9447771344,PBC,-0.187723607
nld,nld-x-bible-1951.csv,8.9346137777,9.0086817411,9.1964220245,9.4214367449,8.9347244121,8.9591670563,9.1454188235,9.0706335874,8.9452923145,PBC,-0.1872782055
ewe,ewe-x-bible.csv,8.93655099,9.006954508,9.1839911293,9.3975360808,8.9366607656,8.9609089796,9.1276536361,9.0645016063,8.9491169021,PBC,-0.1839716397
swe,swe-x-bible-nyalevande.csv,8.9429625743,9.0070903688,9.164106418,9.356662049,8.9430697704,8.9667426175,9.1124343055,9.0556540978,8.9563800231,PBC,-0.1776922731
tpt,tpt-x-bible.csv,8.9497026669,9.0559860106,9.3414543418,9.6646047666,8.9498205892,8.975895415,9.287912913,9.1613973251,8.9570453817,PBC,-0.1771170341
nld,nld-x-bible-2007.csv,8.9466264318,9.011720832,9.1721926495,9.3682215736,8.9467342632,8.9705474488,9.1220523037,9.0620052206,8.9598196194,PBC,-0.1747185534
spa,spa-x-bible-tla.csv,8.9503056707,9.0238831178,9.2068467356,9.4276571675,8.9504147143,8.9745065356,9.1519852721,9.0825152767,8.9604595285,PBC,-0.1741653169
nhe,nhe-x-bible.csv,8.9598752736,9.0540832598,9.3007618569,9.5863513361,8.9599900762,8.9853690953,9.2471881681,9.1411883779,8.9681861555,PBC,-0.1674852239
kmr,kmr-x-bible.csv,8.9576828838,9.025980067,9.1933898655,9.3975771974,8.9577904544,8.9815510926,9.1399645083,9.0781356893,8.969164137,PBC,-0.1666397053
ind,ind-x-bible-terjemahanlama.csv,8.9602484903,9.0247369587,9.1806652836,9.3725949339,8.9603547302,8.9838176433,9.130003443,9.0720043387,8.9725256157,PBC,-0.1637335225
lef,lef-x-bible.csv,8.9665359578,9.0442972205,9.2415305097,9.4764954517,8.966647003,8.9911819863,9.1846778918,9.1098884963,8.9734550171,PBC,-0.162930004
amu,amu-x-bible.csv,8.9727329132,9.0661329901,9.3078767339,9.5889434987,8.972846699,8.9980003863,9.2496752725,9.1501810574,8.9772621252,PBC,-0.1596385502
yva,yva-x-bible.csv,8.9627003503,9.0153731463,9.1376971893,9.2922853136,8.9628028492,8.9854212798,9.0933960188,9.0494138528,8.9793942177,PBC,-0.1577952392
hak,hak-x-bible.csv,8.9721989188,9.0377261276,9.1931407518,9.3855470763,8.9723037077,8.995449601,9.1401068811,9.0833197525,8.9808042241,PBC,-0.1565762113
mil,mil-x-bible.csv,8.9753735179,9.0435841394,9.2106651936,9.4142594875,8.975481114,8.9992452063,9.1520362725,9.095697802,8.9842822283,PBC,-0.1535692859
aia,aia-x-bible.csv,8.9698637184,9.0196222704,9.1340245448,9.2794393735,8.9699653671,8.9923885859,9.088609488,9.0507880884,8.986939949,PBC,-0.1512715405
mur,mur-x-bible.csv,8.9789039074,9.0453977218,9.2082292673,9.4071237436,8.9790113422,9.0027383379,9.157756293,9.0960276437,8.9906535221,PBC,-0.1480609528
deu,deu-x-bible-reinhardt1910.csv,8.9856593978,9.051936808,9.2114359984,9.4075831663,8.9857654098,9.0091801331,9.1609278633,9.1000501771,8.9963743836,PBC,-0.1431149542
bud,bud-x-bible.csv,8.9848773146,9.0617729603,9.255648417,9.4873286104,8.9849877972,9.0093982246,9.200264238,9.1256113539,8.9964216149,PBC,-0.1430741201
ind,ind-x-bible-easy2005.csv,8.9879914064,9.0480219471,9.1890992323,9.3651714786,8.9880952449,9.0110216522,9.137403001,9.088556712,9.0011134681,PBC,-0.1390177556
dan,dan-x-bible-frederik.csv,8.9949277819,9.0713761922,9.2627046891,9.4920036118,8.9950376336,9.0193086129,9.2079530324,9.1336633124,9.0056604105,PBC,-0.1350866745
szb,szb-x-bible.csv,8.9913183396,9.0548979101,9.2111152488,9.4020742181,8.9914259541,9.015185513,9.1568255234,9.1037014007,9.0075001677,PBC,-0.1334961034
myy,myy-x-bible.csv,9.0034380562,9.077664716,9.2634847262,9.4865775994,9.0035478305,9.0277982253,9.2081175873,9.1381069669,9.0164719037,PBC,-0.1257395454
nld,nld-x-bible-statenvertaling.csv,9.0065249129,9.0869551614,9.2890143004,9.5297834636,9.0066353305,9.0310353591,9.2357140585,9.1533936099,9.017205606,PBC,-0.1251052195
gyr,gyr-x-bible-2002.csv,9.0038011245,9.0719540383,9.2404964935,9.4450467522,9.0039095315,9.0278507624,9.1860798135,9.1254104148,9.019639528,PBC,-0.1230009604
crq,crq-x-bible.csv,9.017348108,9.1196351864,9.3871039407,9.6934413063,9.0174634914,9.042974269,9.3315805395,9.2149819039,9.0229915358,PBC,-0.1201029658
apy,apy-x-bible.csv,9.0125344556,9.0824330304,9.2553076349,9.4646721003,9.0126429863,9.0366137617,9.2025556116,9.1373890671,9.0277410753,PBC,-0.1159967283
ipi,ipi-x-bible.csv,9.0107443789,9.0585120117,9.1644177475,9.3010035244,9.0108433149,9.0326658726,9.1198861851,9.0852012064,9.0300995294,PBC,-0.1139577153
vie,vie-x-bible-1926nocompounds.csv,9.0114862935,9.0525309674,9.1363754304,9.2486529768,9.0115792918,9.0320826992,9.0957300832,9.0694207978,9.0312946283,PBC,-0.1129244868
vie,vie-x-bible-1926compounds.csv,9.0124553365,9.0659937495,9.1894963634,9.3455880673,9.0125574658,9.035094315,9.1406574705,9.1000504272,9.0320385051,PBC,-0.1122813645
npy,npy-x-bible.csv,9.0269818747,9.1030840381,9.2886562811,9.5130329183,9.0270896284,9.0508979962,9.2310689665,9.1611098848,9.0357214454,PBC,-0.1090972605
djr,djr-x-bible.csv,9.0282135558,9.1228254966,9.3645807986,9.6461867538,9.0283263958,9.0532715816,9.3084556036,9.2056484438,9.0360944089,PBC,-0.1087748131
dob,dob-x-bible.csv,9.0257776787,9.1037986265,9.2986644063,9.5317698871,9.025887513,9.0501555063,9.2445240281,9.167235415,9.0378547422,PBC,-0.1072529084
opm,opm-x-bible.csv,9.0259820539,9.0919132173,9.2506501011,9.4455057997,9.0260882131,9.049531603,9.1960569596,9.1400038622,9.0386601697,PBC,-0.1065565721
sxn,sxn-x-bible-siau.csv,9.039268458,9.1443687917,9.4187553747,9.7321639804,9.0393838975,9.0649089681,9.3651928137,9.2422577784,9.0480830402,PBC,-0.0984099836
urd,urd-x-bible-2007.csv,9.0367293453,9.1028192051,9.2606609646,9.454871693,9.0368349047,9.0601462266,9.2043715028,9.1500162266,9.0505555149,PBC,-0.0962723936
spa,spa-x-bible-dioshablahoy.csv,9.0437055191,9.1241213407,9.3219567391,9.559197751,9.0438142773,9.0678480252,9.2671172553,9.1872077099,9.0538655823,PBC,-0.0934106587
mad,mad-x-bible.csv,9.0433162985,9.1066361838,9.2521136474,9.4343561603,9.0434186605,9.066025182,9.1987499489,9.1468996627,9.0547541686,PBC,-0.0926424271
nld,nld-x-bible-2004.csv,9.0470714723,9.1207066272,9.300378905,9.5180643129,9.0471791497,9.0709673115,9.2504328589,9.1768409749,9.0593328951,PBC,-0.0886838668
msy,msy-x-bible.csv,9.0461022638,9.1080948697,9.2533503239,9.4340801419,9.0462061124,9.0691349845,9.1993763849,9.1498690305,9.0608208775,PBC,-0.0873974244
pan,pan-x-bible.csv,9.0478433714,9.1139043773,9.2719544618,9.4662688582,9.0479490763,9.0712921145,9.2173761588,9.1613247028,9.0630831058,PBC,-0.0854416039
swg,swg-x-bible.csv,9.0601414075,9.1309633071,9.3042361782,9.514340476,9.0602492205,9.0840613701,9.2463453295,9.1853033791,9.0738605024,PBC,-0.0761239533
spa,spa-x-bible-reinavalera1960.csv,9.0658398185,9.1555465961,9.3809305975,9.6462477826,9.0659509564,9.0905165082,9.3306546639,9.2306196027,9.0754900931,PBC,-0.0747150827
gyr,gyr-x-bible-urubicha.csv,9.0631240231,9.1347826858,9.3106476639,9.523433503,9.0632321481,9.0871137989,9.2526142922,9.1902795595,9.079094193,PBC,-0.0715991406
msa,msa-x-bible-1996.csv,9.0716243623,9.1315827682,9.2663416182,9.4369762491,9.071724962,9.0939377515,9.2146604147,9.1671662215,9.0849023959,PBC,-0.0665776305
moc,moc-x-bible-2005.csv,9.0765766851,9.1638164543,9.3826538781,9.6409791116,9.0766875671,9.1011938479,9.3281818824,9.2364157917,9.0872794589,PBC,-0.0645225292
daa,daa-x-bible.csv,9.0757416273,9.1533153397,9.3429505468,9.571343757,9.0758497593,9.0997413548,9.2900326424,9.2131041932,9.0889831949,PBC,-0.0630495559
zlm,zlm-x-bible-todaysmalay.csv,9.0759214377,9.1362982251,9.2724440304,9.4445110256,9.0760223147,9.0982963462,9.2219329406,9.1725346662,9.0893857433,PBC,-0.0627015307
too,too-x-bible.csv,9.0867166096,9.196260444,9.4800457812,9.8029999719,9.0868317661,9.1122960924,9.4248255538,9.2971199375,9.093926456,PBC,-0.0587758355
