"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","mean.temp","sum.precip","sd.temp","growing.season","pop_log","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","morphological.complexity.ld.centered","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","mean.dependency.length","information.density","syllable.rate","information.rate","mean.length","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin","area_log","perimeter_log","n.neighbors_log","sd.precip_log","ratio.L2.L1_log","n.L1.speakers_log","n.L2.speakers_log","n.phonemes_log","n.consonants_log","n.vowels_log","n.sonorants_log","n.obstruents_log","n.monophthongs_log","n.qual.monophthongs_log","n.tones_log","morphological.complexity_log"
"150","lao","Tai-Kadai","Kam-Tai","Thailand","Asia","lao",18,103,26.2927833333333,133.919833333333,127.469833333333,7.09091666666667,6.5036,0.337086992,0.288350058,0.227478727,0.284936914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31081081081081,NA,NA,NA,NA,NA,NA,14.6322036921793,14.7937490829363,4.07753744390572,0.850813103246483,NA,NA,NA,3.68887945411394,3.3322045101752,2.484906649788,2.19722457733622,2.94443897916644,2.19722457733622,2.19722457733622,NA,1.94591014905531
"151","lrg","Australian","Laragiyan","Australia","Australia and Oceania","laragia",-12.67,130.83,27.1583,142.167,156.249,7,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,NA,8.67299964255444,12.3378199476112,0.693147180559945,0.400988436081086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"152","lav","Indo-European","Baltic","Latvia","Europe","latvian",57,24,6.19663333333333,54.6496666666667,19.6157333333333,6,6.1886,0.379233079,0.211267575,0.216799597,0.323923674,NA,NA,0.969377699,0.721260012,1.055685265,"Indo-European","Inner Asia",NA,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,7202.816,15.6550835241013,14.4436913925493,1.94591014905531,2.09508028326543,-1.10186033988001,14.2242237187669,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,2.94443897916644
"153","lat","Indo-European","Baltic","Latvia","Europe","latin",57,24,6.19663333333333,54.6496666666667,19.6157333333333,6,6.1886,0.132764888,0.007654793,0.062764584,0.074084185,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,4.9375,NA,NA,NA,NA,NA,NA,15.6550835241013,14.4436913925493,1.94591014905531,2.09508028326543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94443897916644
"154","lby","Australian","Pama-Nyungan","Australia","Australia and Oceania","lamulamu",-14.83,144.5,25.825,100.083,122.3,5,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59420289855072,NA,NA,NA,NA,NA,NA,8.62083222617572,12.3247974597961,1.38629436111989,0.905634151685626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"155","lmc","Australian","Limilngan","Australia","Australia and Oceania","limilngan",-12.5,131.92,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78787878787879,NA,NA,NA,NA,NA,NA,10.0188677035762,12.0717981197077,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"156","lbz","Australian","Pama-Nyungan","Australia","Australia and Oceania","lardil",-16.5,139.33,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4228677708272,12.8658129796138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"157","mph","Australian","Iwaidjan","Australia","Australia and Oceania","maung",-11.92,133.5,NA,NA,NA,NA,2.30103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.075,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,16071.17,9.34740302236452,12.3790675103012,1.38629436111989,NA,NA,NA,NA,3.17805383034795,2.94443897916644,1.6094379124341,2.484906649788,1.94591014905531,1.6094379124341,1.6094379124341,NA,3.04452243772342
"158","mwd","Australian","Pama-Nyungan","Australia","Australia and Oceania","mudburra",-17.33,132.08,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6200110149931,13.7917976153405,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"159","zml","Australian","Eastern Daly","Australia","Australia and Oceania","matngele",-13.83,130.42,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43103448275862,NA,NA,NA,NA,NA,NA,9.26160366591373,11.6002492931419,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"160","ulk","Western Fly","Western Fly","Australia","Australia and Oceania","meryammir",-9.92,144.08,NA,NA,NA,NA,2.47712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67361111111111,NA,NA,NA,NA,NA,NA,5.24174701505964,11.4559846745074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"161","mep","Australian","Djeragan","Australia","Australia and Oceania","miriwung",-15.67,129,29.875,59.5,73.673,4,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77604166666667,NA,NA,NA,NA,NA,NA,14.3832345284224,13.5181201787025,2.07944154167984,1.05228907906247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"162","zmr","Australian","Western Daly","Australia","Australia and Oceania","maranungku",-13.67,130,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41379310344828,NA,-0.4846364,-1.5544112,-0.7687792,-0.935942272,15915.16,8.98544528762317,11.4869305046931,1.6094379124341,NA,NA,NA,NA,3.17805383034795,2.94443897916644,1.6094379124341,2.39789527279837,2.07944154167984,1.6094379124341,1.6094379124341,NA,2.70805020110221
"163","mpb","Australian","Northern Daly","Australia","Australia and Oceania","malakmalak",-13.42,130.42,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,-1,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13793103448276,NA,-0.4846364,-1.5544112,-0.7687792,-0.935942272,15928.6,10.8853225496177,12.4575276194896,1.79175946922805,NA,NA,NA,NA,2.94443897916644,2.63905732961526,1.6094379124341,2.30258509299405,1.38629436111989,1.6094379124341,1.6094379124341,NA,2.77258872223978
"164","mlt","Afro-Asiatic","Semitic","Malta","Europe","maltese",35.92,14.42,18.7583,45.833,39.305,6,5.57043,0.510878313,0.383716192,0.33042151,0.480843931,-2,-0.28571,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5125,4.84812080536913,NA,NA,NA,NA,NA,10.3519802211148,11.9315568493435,NA,1.67442008514376,NA,NA,NA,4.00733318523247,3.80666248977032,2.30258509299405,2.484906649788,3.49650756146648,2.30258509299405,1.6094379124341,NA,2.56494935746154
"165","mpj","Australian","Pama-Nyungan","Australia","Australia and Oceania","mantjiltjara",-22.67,125.08,NA,NA,NA,NA,2.85733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.50491228070175,NA,NA,NA,NA,NA,NA,16.1153141862694,14.1038926353554,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"166","zmc","Australian","Pama-Nyungan","Australia","Australia and Oceania","margany",-27,144.5,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,-1,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53571428571429,NA,NA,NA,NA,NA,NA,10.4341158035983,12.5301866904409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"167","mwf","Australian","Murrinh-Patha","Australia","Australia and Oceania","murrinhpatha",-14.67,129.67,NA,NA,NA,NA,2.95424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27941176470588,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,15968.52,10.908942342718,13.3241607106989,1.38629436111989,NA,NA,NA,NA,3.2188758248682,3.04452243772342,1.38629436111989,2.39789527279837,2.30258509299405,1.38629436111989,1.38629436111989,NA,2.56494935746154
"168","mec","Australian","Maran","Australia","Australia and Oceania","mara",-15,135.17,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,-1,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61875901875902,NA,NA,NA,NA,NA,NA,10.442200679789,13.1158703432077,1.38629436111989,NA,NA,NA,NA,3.17805383034795,2.94443897916644,1.6094379124341,2.56494935746154,1.79175946922805,1.6094379124341,1.6094379124341,NA,2.56494935746154
"169","mfr","Australian","Western Daly","Australia","Australia and Oceania","marrithiyel",-13.83,130,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96428571428571,NA,NA,NA,NA,NA,NA,8.88765269032559,11.3659440246213,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"170","zmt","Australian","Western Daly","Australia","Australia and Oceania","maringarr",-14.25,130,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55172413793103,NA,NA,NA,NA,NA,NA,9.97389941677649,11.9777720695935,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"171","vma","Australian","Pama-Nyungan","Australia","Australia and Oceania","martuthunira",-20.83,116.5,26.0583,20.167,17.627,0,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78378378378378,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,15795.13,9.72064586049529,12.2664101673138,0.693147180559945,1.48815124622601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77258872223978
"172","zmu","Australian","Pama-Nyungan","Australia","Australia and Oceania","muruwari",-28.75,147,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48571428571429,NA,NA,NA,NA,NA,NA,14.4456508438478,13.2553126006011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"173","mpc","Australian","Mangarrayi","Australia","Australia and Oceania","mangarrayi",-14.67,133.5,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38157894736842,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,16267.45,11.3833974765897,12.8906961021492,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99573227355399
"174","djj","Australian","Ndjébbana","Australia","Australia and Oceania","ndjebbana",-12.17,134.12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15277777777778,NA,NA,NA,NA,NA,NA,8.22013395715186,11.5509724126071,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"175","wyb","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngiyambaa",-31.75,145.5,18.7917,34.583,6.762,4,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55913978494624,NA,NA,NA,NA,NA,NA,14.8504443999691,13.4386693491927,0,1.82884649743732,NA,NA,NA,2.89037175789616,2.70805020110221,1.09861228866811,2.30258509299405,1.6094379124341,1.09861228866811,1.09861228866811,NA,2.99573227355399
"176","nju","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngadjumaja",-32.33,123.83,17.5667,22.5,5.231,2,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38709677419355,NA,NA,NA,NA,NA,NA,15.7957580875176,13.9711655343413,0,1.50866684911008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"177","nam","Australian","Southern Daly","Australia","Australia and Oceania","ngankikurungkurr",-14,130.5,NA,NA,NA,NA,2.43933,NA,NA,NA,NA,-1,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,NA,NA,NA,NA,NA,NA,13.8892831881829,12.9967797460575,1.94591014905531,NA,NA,NA,NA,3.3322045101752,2.99573227355399,2.07944154167984,2.30258509299405,2.30258509299405,2.07944154167984,1.38629436111989,NA,2.63905732961526
"178","nig","Australian","Ngalakan","Australia","Australia and Oceania","ngalakan",-14.25,134,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60526315789474,NA,NA,NA,NA,NA,NA,10.9079906066431,12.5640547347821,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70805020110221
"179","nid","Australian","Ngandi","Australia","Australia and Oceania","ngandi",-13.83,135,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"180","nay","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngarinyeri",-36,140,15.625,39.917,15.808,7,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41220574290439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"181","nxn","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngawun",-19,141.5,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46875,NA,NA,NA,NA,NA,NA,9.75342019127151,12.0082373709048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"182","nys","Australian","Pama-Nyungan","Australia","Australia and Oceania","nyungar",-33.75,122,16.9,49.5,26.137,8,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0709219858156,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13818550378784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"183","ngk","Australian","Gunwinygic","Australia","Australia and Oceania","ngalkbun",-13.5,134.83,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48611111111111,NA,NA,NA,NA,NA,NA,14.2569436589648,13.3883349737733,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"184","nck","Australian","Nakkara","Australia","Australia and Oceania","nakkara",-12.12,134.42,NA,NA,NA,NA,1.87506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20385137218388,11.3377145674113,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"185","nrl","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngarluma",-20.83,117.5,26.3778,23.833,23.289,1.3333,1.8451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42647058823529,NA,NA,NA,NA,NA,NA,10.2739815717002,12.9181298983148,0.693147180559945,1.50674051419576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"186","ntj","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngaanyatjarra",-26,126.5,22.4417,14.917,5.418,0,3.07918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06666666666667,NA,NA,NA,NA,NA,NA,15.6080685416281,13.8069752355143,0,1.90930543974968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"187","nuy","Australian","Nunggubuyu","Australia","Australia and Oceania","nunggubuyu",-13.75,135.67,NA,NA,NA,NA,2.47712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30882352941176,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,16381.74,10.5084317373198,12.5679584891182,0.693147180559945,NA,NA,NA,NA,3.17805383034795,2.94443897916644,1.6094379124341,2.56494935746154,1.79175946922805,1.6094379124341,1.38629436111989,NA,2.89037175789616
"188","nut","Tai-Kadai","Kam-Tai","Viet Nam","Asia","nunginvietnam",21.92,106.42,22.53652,117.3754,92.5626,9.57336,5.93268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54166666666667,NA,-0.4846364,0.12048546,1.86204304,0.499297351,11611.48,14.0117292671165,14.4915822791228,3.61091791264422,1.68714312105335,NA,NA,NA,3.46573590279973,3.04452243772342,2.39789527279837,2.30258509299405,2.39789527279837,2.30258509299405,1.79175946922805,NA,2.30258509299405
"189","nyt","Australian","Pama-Nyungan","Australia","Australia and Oceania","nyawaygi",-19,146.17,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,-1,-0.33333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96153846153846,NA,NA,NA,NA,NA,NA,9.34626888920043,11.9121981059359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"190","nyh","Australian","Nyulnyulan","Australia","Australia and Oceania","nyigina",-18,124.33,27.1667,45.583,55.646,4,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4617364519147,13.3670727066331,1.94591014905531,1.5108543810553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"191","nyv","Australian","Nyulnyulan","Australia","Australia and Oceania","nyulnyul",-17,122.83,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,-2,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88425376342083,12.3190709191144,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89037175789616
"192","pkn","Australian","Pama-Nyungan","Australia","Australia and Oceania","pakanha",-14.5,142.42,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3464732113915,12.2795879420864,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"193","piu","Australian","Pama-Nyungan","Australia","Australia and Oceania","pintupi",-23,129,NA,NA,NA,NA,2.90309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06756756756757,NA,NA,NA,NA,NA,NA,15.3215821871588,13.6703275481193,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"194","pjt","Australian","Pama-Nyungan","Australia","Australia and Oceania","pitjantjatjara",-26,130,NA,NA,NA,NA,3.39794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03947368421053,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,16956.14,17.3256329250073,15.1963425273496,2.89037175789616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94443897916644
"195","drl","Australian","Pama-Nyungan","Australia","Australia and Oceania","paakantyi",-32.5,142.5,18.7417,23.083,5.265,0,1.69897,NA,NA,NA,NA,-1,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27941176470588,NA,NA,NA,NA,NA,NA,14.8830077539989,13.5434734621371,0,1.75100691674109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77258872223978
"196","pnw","Australian","Pama-Nyungan","Australia","Australia and Oceania","panyjima",-22.83,118.42,NA,NA,NA,NA,1.69897,NA,NA,NA,NA,-2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12162162162162,NA,NA,NA,NA,NA,NA,11.0567616225308,12.7313010495068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"197","pit","Australian","Pama-Nyungan","Australia","Australia and Oceania","pittapitta",-22.83,140,24.3833,21.083,15.664,0,1.69897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32352941176471,NA,NA,NA,NA,NA,NA,9.50517182658118,12.0190379995597,NA,1.79800658198852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.484906649788
"198","rmb","Australian","Rembarnga","Australia","Australia and Oceania","rembarnga",-12.83,134.58,NA,NA,NA,NA,2.17609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32352941176471,NA,NA,NA,NA,NA,NA,11.3963691765517,12.6791434412082,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"199","ron","Indo-European","Romance","Romania","Europe","romanian",46,25,9.4617,46.563,18.615,6.8456,7.37104,0.342639278,0.223030432,0.175528694,0.286727853,-4,-0.4,0.261499063,0.460574769,0.15018557,"Indo-European","Europe",18.3,NA,NA,NA,4.40084388185654,NA,1.3900889,0.12048546,-0.7687792,0.247265066,6031.231,16.0219197164966,14.6958188159244,2.6149597780362,2.16699825605711,-1.82488461686613,17.0266895581259,15.2018049190842,3.43398720448515,3.09104245335832,2.19722457733622,1.79175946922805,2.77258872223978,2.19722457733622,2.19722457733622,NA,2.39789527279837
"200","thd","Australian","Pama-Nyungan","Australia","Australia and Oceania","kuukthaayorre",-14.58,141.83,NA,NA,NA,NA,2.17609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44736842105263,NA,NA,NA,NA,NA,NA,9.42794863179171,11.74168521587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.484906649788
"201","vie","Austro-Asiatic","Viet-Muong","Viet Nam","Asia","vietnamese",10.5,106.5,27.3162210526316,155.817052631579,128.154368421053,7.70716315789474,7.82891,0.334961762,0.195191013,0.271135159,0.280984336,-15,-0.68182,-1.071804465,0.260353519,-1.135857511,"Austroasiatic","Southeast Asia",NA,NA,5.22,NA,3.43220338983051,NA,1.3900889,0.12048546,1.86204304,1.124205799,12186.95,15.351220010836,15.6601564726738,4.31748811353631,0.0320798934634116,-1.39123525927875,17.9793345399562,16.5880992802041,3.66356164612965,3.04452243772342,2.484906649788,1.94591014905531,2.63905732961526,2.484906649788,2.39789527279837,1.79175946922805,1.79175946922805
"202","agx","Nakh-Daghestanian","Lezgic","Russia","Eurasia","aghul",41.75,47.67,NA,NA,NA,NA,4.24067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05263157894737,NA,NA,NA,NA,NA,NA,11.843113712913,11.9518446913373,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"203","ava","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","avar",42.5,46.5,10.3417,38.667,18.898,7,5.77884,NA,NA,NA,NA,-2,-0.28571,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3171875,NA,-0.4846364,1.79538213,-0.7687792,0.180655509,6111.7,13.3237503617249,13.6601366302743,2.86220088092947,2.23238792520475,NA,NA,NA,3.89182029811063,3.78418963391826,1.6094379124341,2.99573227355399,3.17805383034795,1.6094379124341,1.6094379124341,NA,2.63905732961526
"204","bdk","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","budukh",41.17,48.42,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19230769230769,NA,NA,NA,NA,NA,NA,7.87245515006398,11.0477581220159,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"205","bel","Indo-European","Slavic","Belarus","Europe","belarusian",54,28,5.9723,55.428375,17.5351875,6.9765625,6.95814,0.408573138,0.302593471,0.237511572,0.374351689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4625,NA,NA,NA,NA,NA,NA,16.8439985569858,14.9112032554374,1.94591014905531,2.2045456295813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63905732961526
"206","dar","Nakh-Daghestanian","Lak-Dargwa","Russia","Eurasia","dargwa",42.25,47.42,10.3417,38.667,18.898,7,5.56994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,13.2238453813502,13.6845792108614,3.2188758248682,2.23238792520475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70805020110221
"207","kjj","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","khinalug",41.17,48.08,NA,NA,NA,NA,3.17609,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02564102564103,NA,NA,NA,NA,NA,NA,7.7367436824535,9.76560384517274,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"208","kry","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","kryz",41.08,48,4.725,40.833,25.038,6,3.77815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8.82776136765472,10.5141494614571,1.38629436111989,1.9492474312719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154
"209","lbe","Nakh-Daghestanian","Lak-Dargwa","Russia","Eurasia","lak",42.17,47.17,10.4583,38.167,18.042,6,5.07741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,-1.2345266,1.79538213,-0.7687792,-0.06930787,6131.37,13.0447325920396,13.8409775048268,3.40119738166216,2.26346997426548,NA,NA,NA,4.23410650459726,4.0943445622221,2.19722457733622,1.79175946922805,3.98898404656427,2.19722457733622,1.79175946922805,NA,2.94443897916644
"210","lez","Nakh-Daghestanian","Lezgic","Russia","Eurasia","lezgian",41.67,47.83,8.20277777777778,36.2774444444444,18.6495555555556,5.11111111111111,5.65428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96186440677966,NA,-0.4846364,1.79538213,-0.7687792,0.180655509,6142.042,12.7482195950501,12.8784991274954,2.60268968544438,2.05780072595001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94443897916644
"211","myv","Uralic","Finnic","Russia","Eurasia","mordvinerzya",53,45.5,NA,NA,NA,NA,5.71397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625,NA,NA,NA,NA,NA,NA,13.6113727478894,14.6787240894468,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77258872223978
